,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters
44,"Absolutely, Positively",tt2084108,http://www.imdb.com/title/tt2084108/,,,,,,"Absolutely, Positively",[],"[Romance, Romance, Contemporary Romance, Contemporary, Romance, Romantic Suspense, Fiction, Suspense]",111.0,32.0,340 pages,"[1146, 1392, 983, 169, 39]",3.92,1996,0.0,0.0
45,Abzurdah,tt4413338,http://www.imdb.com/title/tt4413338/,,,,,,Abzurdah,[],"[Nonfiction, Contemporary]",293.0,7.0,290 pages,"[482, 523, 688, 505, 352]",3.11,,0.0,0.0
46,Adolf Hitler: My Part in His Downfall,tt0068171,http://www.imdb.com/title/tt0068171/,,,,,,Adolf Hitler: My Part in His Downfall (War Memoirs #1),[Spike Milligan],"[Humor, Biography, Nonfiction, History, Biography, Autobiography, War, Humor, Comedy]",154.0,11.0,144 pages,"[1530, 1618, 828, 138, 50]",4.07,1971,0.0,1.0
47,After the Funeral,tt1382170,http://www.imdb.com/title/tt1382170/,,,,May 2007,,After the Funeral (Hercule Poirot #29),"[Mr. Goby, Hercule Poirot]","[Mystery, Crime, Mystery, Mystery, Detective, Classics]",678.0,175.0,256 pages,"[3493, 6244, 4608, 633, 56]",3.83,March 1953,0.0,2.0
48,Air America,tt0099005,http://www.imdb.com/title/tt0099005/,35000000,31053601,8064480.0,10 August 1990,,Air America,[],"[History, Nonfiction, War, War, Military, Politics]",7.0,12.0,323 pages,"[33, 47, 42, 4, 0]",3.87,1979,0.0,0.0
49,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",tt1698641,http://www.imdb.com/title/tt1698641/,28000000,66950483,,10 October 2014,"
George C. Stone Center for Children's Books Recognition of Merit Award (1988), Indies Choice Book Award for Picture Book Hall of Fame (2010)
","Alexander and the Terrible, Horrible, No Good, Very Bad Day (Alexander)",[],"[Childrens, Picture Books, Childrens, Fiction]",2101.0,12.0,32 pages,"[71044, 39228, 22889, 5134, 2284]",4.22,June 16th 1972,2.0,0.0
50,Alice in Wonderland,tt1014759,http://www.imdb.com/title/tt1014759/,200000000,334185206,116101023.0,5 March 2010,"
Kate Greenaway Medal (1999), Kurt Maschler Award (1988)
",Alice in Wonderland (Alice's Adventures in Wonderland #1),"[The Hatter, The Queen of Hearts, The Cheshire Cat, White Rabbit, The Caterpillar, Alice, The March Hare (Zenescope)]","[Classics, Fantasy, Fiction, Childrens]",8631.0,2575.0,92 pages,"[150009, 123113, 79069, 20471, 8101]",4.01,1865,2.0,7.0
51,Alice's Adventures in Wonderland & Through the Looking-Glass,tt0068190,http://www.imdb.com/title/tt0068190/,2500000,,,,,Alice's Adventures in Wonderland & Through the Looking-Glass (Alice's Adventures in Wonderland #1-2),[],"[Classics, Fantasy, Fiction, Childrens, Young Adult, Literature, Adventure, Literature, 19th Century, Novels, European Literature, British Literature]",7150.0,780.0,239 pages,"[143229, 122421, 73835, 16784, 5099]",4.06,July 4th 1865,0.0,0.0
52,Alien,tt0078748,http://www.imdb.com/title/tt0078748/,11000000,83944003,1287560.0,22 June 1979,,Alien (Alien #1),[Ellen Ripley],"[Science Fiction, Horror, Fiction, Science Fiction, Aliens, Science Fiction Fantasy, Thriller, Media Tie In, Movies, Culture, Film, Novels, Adventure]",226.0,43.0,270 pages,"[5284, 4532, 2738, 547, 169]",4.07,1979,0.0,1.0
53,Alien Nation,tt0094631,http://www.imdb.com/title/tt0094631/,16000000,25216243,,7 October 1988,,Alien Nation (Alien Nation Movie adaptation),[],"[Science Fiction, Fiction, Mystery, Media Tie In, Movies]",8.0,5.0,0 pages,"[34, 63, 82, 19, 4]",3.51,1988,0.0,0.0
54,All Night Long,tt0082001,http://www.imdb.com/title/tt0082001/,,1392852,1392852.0,6 March 1981,,All Night Long,"[Luke Danner, Irene Stenson]","[Romance, Romance, Romantic Suspense, Contemporary, Suspense, Mystery, Romance, Contemporary Romance, Fiction]",245.0,36.0,416 pages,"[2190, 2617, 1833, 293, 58]",3.94,January 1st 2005,0.0,2.0
55,All Quiet on the Western Front,tt0020629,http://www.imdb.com/title/tt0020629/,1448864,3270000,,24 August 1930,"
Luisterboek Award Nominee (2015)
",All Quiet on the Western Front (All Quiet on the Western Front/The Road Back/Three Comrades #1),"[Paul Bäumer, Albert Kropp, Stanislaus Katczinsky, Haie Westhus, Tjaden, Fredrich Müller]","[Classics, Fiction, Historical Fiction, War, Literature]",6264.0,349.0,296 pages,"[81817, 81754, 51371, 16452, 6877]",3.9,January 29th 1929,1.0,6.0
56,Allegiant,tt3410834,http://www.imdb.com/title/tt3410834/,110000000,66002193,29027348.0,18 March 2016,"
Goodreads Choice Award for Best Young Adult Fantasy & Science Fiction (2013)
",Allegiant (Divergent #3),"[Beatrice Prior, Peter, Caleb Prior, Christina, Marcus Eaton, Tobias Eaton]","[Young Adult, Science Fiction, Dystopia, Fiction]",61339.0,148.0,526 pages,"[173234, 180661, 163782, 72446, 28994]",3.64,,1.0,6.0
57,Along Came a Spider,tt0164334,http://www.imdb.com/title/tt0164334/,60000000,74058698,16712407.0,6 April 2001,,Along Came a Spider (Alex Cross #1),"[Alex Cross, Nana Mama, Gary Soneji, Gary Murphy]","[Mystery, Fiction, Thriller, Mystery, Crime, Suspense]",3303.0,111.0,435 pages,"[111252, 109965, 58172, 10354, 4016]",4.07,January 1st 1992,0.0,4.0
58,Amadeus,tt0086879,http://www.imdb.com/title/tt0086879/,18000000,366401,86764.0,19 September 1984,,Amadeus,[],"[Plays, Drama, Historical Fiction, Fiction, Plays, Theatre, Music, Classics]",177.0,21.0,160 pages,"[6402, 4681, 2284, 426, 173]",4.2,1979,0.0,0.0
59,American Pie,tt0163651,http://www.imdb.com/title/tt0163651/,11000000,101736215,18709680.0,9 July 1999,,American Pie,[],"[Fiction, American, Southern, Womens Fiction, Chick Lit, Humor, Womens Fiction]",62.0,4.0,336 pages,"[161, 216, 219, 67, 20]",3.63,September 1st 1996,0.0,0.0
60,American Psycho,tt0144084,http://www.imdb.com/title/tt0144084/,7000000,15070285,4961015.0,14 April 2000,,American Psycho,[Patrick Bateman],"[Fiction, Horror, Thriller, Classics, Contemporary]",7181.0,141.0,399 pages,"[52269, 57384, 34435, 12724, 8129]",3.81,1991,0.0,1.0
61,An Ember in the Ashes,tt3605260,http://www.imdb.com/title/tt3605260/,,,,,"
Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2017), Milwaukee County Teen Book Award Nominee (2016), Dioraphte Jongerenliteratuurprijs Nominee for Vertaald boek (2016), Goodreads Choice Award Nominee for Debut Goodreads Author, and for Young Adult Fantasy & Science Fiction (2015), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2015)
",An Ember in the Ashes (An Ember in the Ashes #1),"[Laia, Elias]","[Fantasy, Young Adult, Romance, Science Fiction, Dystopia]",12081.0,59.0,446 pages,"[38345, 24187, 7734, 1914, 1101]",4.32,,6.0,2.0
62,An Inspector Calls,tt4271918,http://www.imdb.com/title/tt4271918/,,,,,,An Inspector Calls,"[Arthur Birling, Sheila Birling, Eric Birling, Edna, Gerald Croft, Inspector Goole]","[Plays, Classics, Academic, School, Drama, Fiction, Mystery]",506.0,38.0,81 pages,"[2193, 3621, 2703, 875, 228]",3.69,1945,0.0,6.0
63,An Unsuitable Job For A Woman,tt0138899,http://www.imdb.com/title/tt0138899/,,,,,"
Edgar Award Nominee for Best Novel (1974)
",An Unsuitable Job For A Woman (Cordelia Gray #1),"[Adam Dalgliesh, Cordelia Gray]","[Mystery, Fiction, Mystery, Crime, Thriller, Mystery Thriller, Mystery, Detective, European Literature, British Literature]",579.0,86.0,287 pages,"[2452, 4492, 2940, 460, 101]",3.84,1972,1.0,2.0
64,Anatomy of a Murder,tt0052561,http://www.imdb.com/title/tt0052561/,,11000000,,,"
National Book Award Finalist for Fiction (1959)
",Anatomy of a Murder,"[Paul Biegler, Frederick Manion]","[Mystery, Fiction, Mystery, Crime, Classics, Law]",154.0,22.0,437 pages,"[386, 496, 271, 44, 10]",4.0,1958,1.0,2.0
65,And Then There Were None,tt3581932,http://www.imdb.com/title/tt3581932/,,,,,,And Then There Were None,"[Emily Brent, Justice Wargrave, Vera Claythorne, Philip Lombard, General Macarthur, Dr. Armstrong, Anthony Marston, Mr. Blore, Mr. Rogers, Mrs. Rogers]","[Mystery, Classics, Fiction, Mystery, Crime, Thriller]",15003.0,443.0,264 pages,"[189751, 139995, 60448, 11436, 5483]",4.22,November 6th 1939,0.0,10.0
66,Angela's Ashes,tt0145653,http://www.imdb.com/title/tt0145653/,50000000,13038660,54628.0,21 January 2000,"
Pulitzer Prize for Biography or Autobiography (1997), American Booksellers Book Of The Year  Award for Adult Trade (1997), Audie Award for Nonfiction, Abridged (1997), Los Angeles Times Book Prize for Biography (1996), Exclusive Books Boeke Prize (1997)
...more
National Book Critics Circle Award (1996)
...less ",Angela's Ashes (Frank McCourt #1),[Frank McCourt],"[Nonfiction, Autobiography, Memoir, Cultural, Ireland, Classics, Biography, Autobiography, Biography Memoir, History, Biography, European Literature, Irish Literature, Historical]",9367.0,180.0,432 pages,"[152143, 147209, 70135, 17504, 7182]",4.06,1996,6.0,1.0
67,Angels & Demons,tt0808151,http://www.imdb.com/title/tt0808151/,150000000,133375846,46204168.0,15 May 2009,"
Humo's Gouden Bladwijzer (2005)
",Angels & Demons (Robert Langdon #1),"[Vittoria Vetra, Robert Langdon, Maxmillan Kohler, Leonardo Vetra, Gunther Glick]","[Fiction, Mystery, Thriller, Suspense]",24236.0,293.0,713 pages,"[612920, 657763, 426571, 136767, 71423]",3.84,May 1st 2000,1.0,5.0
68,Animal Farm,tt0047834,http://www.imdb.com/title/tt0047834/,,,,,"
Hugo Award for Best Novella (1946), Prometheus Hall of Fame Award (2011)
",Animal Farm,"[Snowball, Napoleon, Clover, Boxer, Old Major, Muriel, Jones, Squealer, Moses the Raven]","[Classics, Science Fiction, Dystopia, Literature, Fantasy, Academic, School]",31549.0,377.0,122 pages,"[595353, 653226, 414191, 130778, 64711]",3.85,August 17th 1945,2.0,9.0
69,Animal Husbandry,tt1445586,http://www.imdb.com/title/tt1445586/,,,,11 November 2008,,Animal Husbandry,[],"[Womens Fiction, Chick Lit, Fiction, Humor, Romance, Contemporary, Adult Fiction, Relationships, Media Tie In, Movies, Romance, Contemporary Romance, Modern]",180.0,29.0,320 pages,"[254, 531, 718, 298, 92]",3.29,December 15th 1997,0.0,0.0
70,Anna Karenina,tt1781769,http://www.imdb.com/title/tt1781769/,,12802907,320690.0,,,Anna Karenina,"[Princess Ekaterina ""Kitty"" Aleksandrovna Shcherbatskaya, Anna Arkadyevna Karenina, Count Aleksei Kirillovich Vronsky, Konstantin ""Kostya"" Dmitrievitch Levin, Prince Stepan ""Stiva"" Arkadyevitch Oblonsky]","[Classics, Fiction, Cultural, Russia, Romance, Literature]",16904.0,1307.0,964 pages,"[170425, 145643, 82156, 25198, 10908]",4.01,1877,0.0,5.0
71,Anne of Green Gables,tt0088727,http://www.imdb.com/title/tt0088727/,,,,,,Anne of Green Gables (Anne of Green Gables #1),"[Marilla Cuthbert, Matthew Cuthbert, Diana Barry, Gilbert Blythe, Rachel Lynde, Anne Blythe, آن شرلی, Anne Shirley]","[Classics, Fiction, Young Adult, Childrens, Historical Fiction]",12206.0,1074.0,320 pages,"[248627, 150707, 77197, 18823, 8522]",4.21,1908,0.0,8.0
72,Another Day in Paradise,tt0127722,http://www.imdb.com/title/tt0127722/,4500000,1025234,14900.0,,,Another Day in Paradise,[],"[Fiction, Mystery, Crime, Novels]",21.0,8.0,272 pages,"[73, 90, 57, 10, 2]",3.96,1997,0.0,0.0
73,Anywhere But Here,tt0149691,http://www.imdb.com/title/tt0149691/,23000000,18653615,5607137.0,12 November 1999,"
Whiting Writers' Award (1986)
",Anywhere But Here,[],"[Fiction, Literature, Young Adult, Coming Of Age]",205.0,28.0,416 pages,"[406, 804, 691, 218, 88]",3.55,1986,1.0,0.0
74,Appaloosa,tt0800308,http://www.imdb.com/title/tt0800308/,20000000,20207003,248847.0,3 October 2008,,Appaloosa (Virgil Cole & Everett Hitch #1),[],"[Western, Fiction, Historical Fiction, Mystery, Historical]",463.0,21.0,320 pages,"[1586, 2041, 1192, 215, 64]",3.96,June 7th 2005,0.0,0.0
75,Apt Pupil,tt0118636,http://www.imdb.com/title/tt0118636/,14000000,8838938,3583151.0,23 October 1998,,Apt Pupil,[],"[Fiction, Short Stories, Suspense, Mystery]",507.0,20.0,179 pages,"[4536, 6537, 4824, 1048, 244]",3.82,1982,0.0,0.0
76,Aquamarine,tt0429591,http://www.imdb.com/title/tt0429591/,12000000,18595716,7482669.0,3 March 2006,,Aquamarine (Water Tales #1),[],"[Fantasy, Young Adult, Mermaids, Fiction, Childrens]",366.0,8.0,104 pages,"[822, 1062, 1513, 603, 163]",3.43,March 1st 1997,0.0,0.0
77,Arise,tt2328694,http://www.imdb.com/title/tt2328694/,400000,,,20 September 2013,,Arise (Hereafter #2),[],"[Fantasy, Paranormal, Young Adult, Paranormal, Ghosts, Fantasy, Romance, Fantasy, Supernatural, Romance, Paranormal Romance, Fiction, Paranormal, Demons, Young Adult, Young Adult Paranormal]",430.0,13.0,404 pages,"[1586, 1519, 1065, 287, 76]",3.94,,0.0,0.0
78,Around the World in Eighty Days,tt0048960,http://www.imdb.com/title/tt0048960/,6000000,42000000,,17 October 1956,"
Audie Award for Classic (2006)
",Around the World in Eighty Days (Extraordinary Voyages #11),"[Fix, Phileas Fogg, Jean Passepartout, Aouda]","[Classics, Fiction, Adventure, Science Fiction, Cultural, France, Fantasy, Travel, Literature, Historical Fiction, Novels]",3875.0,1572.0,252 pages,"[37959, 51984, 34833, 6344, 1194]",3.9,1872,1.0,4.0
79,Arrowsmith,tt0021622,http://www.imdb.com/title/tt0021622/,,,,26 December 1931,"
Pulitzer Prize for Novel (1926)
",Arrowsmith,[],"[Fiction, Literature, Classics]",284.0,59.0,428 pages,"[1463, 2065, 1400, 371, 128]",3.8,January 1st 1925,1.0,0.0
80,Arthur and the Invisibles,tt0344854,http://www.imdb.com/title/tt0344854/,86000000,15131330,5702789.0,12 January 2007,,Arthur and the Invisibles (Arthur #1-2),[],"[Fantasy, Childrens, Young Adult]",23.0,4.0,416 pages,"[93, 113, 110, 28, 8]",3.72,2006,0.0,0.0
81,Ask the Dust,tt0384814,http://www.imdb.com/title/tt0384814/,,742614,68779.0,,,Ask the Dust (The Saga of Arthur Bandini #3),[],"[Fiction, Classics, Novels, Literature, American, Literature]",1276.0,67.0,165 pages,"[7664, 7009, 3093, 683, 186]",4.14,1939,0.0,0.0
82,Asking for Trouble,tt0196352,http://www.imdb.com/title/tt0196352/,,,,,,Asking for Trouble,"[Belinda, Josh Morell, Sophy, Christopher ""Kit"" Rodriguez, Alix, Lady Groton]","[Womens Fiction, Chick Lit, Romance, Fiction, Romance, Contemporary Romance]",397.0,28.0,408 pages,"[1716, 2183, 2296, 717, 234]",3.62,January 1st 2000,0.0,6.0
83,At Play in the Fields of the Lord,tt0101373,http://www.imdb.com/title/tt0101373/,36000000,1342903,118162.0,6 December 1991,"
National Book Award Finalist for Fiction (1966)
",At Play in the Fields of the Lord,[],"[Fiction, Historical Fiction, Novels, Literature]",201.0,8.0,384 pages,"[734, 813, 349, 99, 30]",4.05,1965,1.0,0.0
84,Atlas Shrugged,tt0480239,http://www.imdb.com/title/tt0480239/,20000000,4563873,1686347.0,15 April 2011,"
Prometheus Hall of Fame Award (1983), National Book Award Finalist for Fiction (1958)
",Atlas Shrugged,"[Dagny Taggart, John Galt, Hank Rearden, Francisco d'Anconia, James Taggart]","[Fiction, Classics, Philosophy, Literature, Politics]",14065.0,132.0,1168 pages,"[99281, 74238, 50773, 25940, 29230]",3.67,1957,2.0,5.0
85,Atonement,tt0783233,http://www.imdb.com/title/tt0783233/,30000000,50921738,796836.0,11 January 2008,"
Man Booker Prize Nominee (2001), James Tait Black Memorial Prize Nominee for Fiction (2001), WH Smith Literary Award (2002), Los Angeles Times Book Prize for Fiction (2002), Exclusive Books Boeke Prize (2002)
...more
National Book Critics Circle Award for Fiction (2002), Commonwealth Writers' Prize for Best Book in South Asia and Europe (2002), Deutscher Bücherpreis for Internationale Belletristik (2003)
...less ",Atonement,"[Briony Tallis, Emily Tallis, Cecilia Tallis, Leon Tallis, Lola Quincy, Jackson Quincy, Perriot Quincy, Paul Marshall, Robbie Turner]","[Historical Fiction, Romance, Classics, Historical]",14235.0,148.0,351 pages,"[110459, 128392, 73978, 24605, 11143]",3.87,2001,7.0,9.0
86,Austenland,tt1985019,http://www.imdb.com/title/tt1985019/,,2144011,40662.0,,,Austenland (Austenland #1),"[Jane Hayes, Great-Aunt Carolyn]","[Romance, Fiction, Womens Fiction, Chick Lit, Contemporary, Adult, Adult Fiction]",10040.0,27.0,197 pages,"[13167, 21673, 22794, 7696, 2314]",3.53,January 1st 2007,0.0,2.0
87,Avalon High,tt1614950,http://www.imdb.com/title/tt1614950/,,,,,"
South Carolina Book Award Nominee for Young Adult Book Award (2009), Abraham Lincoln Award Nominee (2010)
",Avalon High,"[Elaine Harrison, A. William Wagner, Jennifer Gold, Mr. Morton, Lance Reynolds]","[Young Adult, Fantasy, Romance, Womens Fiction, Chick Lit]",2014.0,41.0,304 pages,"[11483, 12484, 10548, 3090, 745]",3.8,January 1st 2005,2.0,5.0
88,Avatar: The Last Airbender,tt0417299,http://www.imdb.com/title/tt0417299/,,,,,,Avatar: The Last Airbender (Avatar: The Last Airbender Books),[],"[Art, Fantasy, Sequential Art, Comics, Sequential Art, Manga, Sequential Art, Graphic Novels]",84.0,2.0,184 pages,"[8338, 2264, 1142, 219, 207]",4.5,,0.0,0.0
89,BUtterfield 8,tt0053622,http://www.imdb.com/title/tt0053622/,2500000,16462599,,4 November 1960,,BUtterfield 8,[],"[Fiction, Classics, Novels, Literary Fiction, Literature, Mystery, Literature, American, Classics, Modern Classics, Literature, 20th Century, New York]",164.0,28.0,256 pages,"[214, 711, 526, 113, 33]",3.6,1935,0.0,0.0
90,Bad Behavior,tt1949583,http://www.imdb.com/title/tt1949583/,,,,22 October 2013,,Bad Behavior,[],"[Short Stories, Fiction, Womens]",440.0,17.0,208 pages,"[1494, 1929, 1093, 284, 105]",3.9,1988,0.0,0.0
91,Ballet Shoes,tt1083845,http://www.imdb.com/title/tt1083845/,,,,,,Ballet Shoes (Shoes #1),"[Pauline Fossil, Petrova Fossil, Posy Fossil]","[Childrens, Classics, Fiction]",962.0,64.0,233 pages,"[10726, 9059, 5405, 1154, 511]",4.06,1936,0.0,3.0
92,Barry Lyndon,tt0072684,http://www.imdb.com/title/tt0072684/,11000000,20000000,,18 December 1975,,Barry Lyndon,[],"[Fiction, Historical Fiction, Classics, European Literature, British Literature, Literature, 19th Century, Literature]",122.0,141.0,220 pages,"[251, 484, 382, 126, 35]",3.62,1844,0.0,0.0
93,Bartleby the Scrivener,tt1896718,http://www.imdb.com/title/tt1896718/,,,,,,Bartleby the Scrivener,"[Bartleby, Ginger Nut, Turkey, Nippers]","[Classics, Fiction, Short Stories, Literature, Literature, American, Literature, 19th Century, Academic, School, Novella, Academic, Read For School, Classics, Classic Literature]",1663.0,376.0,64 pages,"[9189, 10580, 6623, 1870, 675]",3.89,November 1853,0.0,4.0
94,Bastard Out of Carolina,tt0115633,http://www.imdb.com/title/tt0115633/,,,,15 December 1996,"
Ferro-Grumley Award for Lesbian Fiction (1993), National Book Award Finalist for Fiction (1992)
",Bastard Out of Carolina,[],"[Fiction, Classics, American, Southern, Novels, Young Adult, Coming Of Age]",2029.0,33.0,320 pages,"[11562, 12144, 5475, 1178, 413]",4.08,January 1st 1992,2.0,0.0
95,Batman: The Long Halloween,tt4705944,http://www.imdb.com/title/tt4705944/,,,,,"
Will Eisner Comic Industry Awards for Best Limited Series (in 1998 awards), Best Graphic Album-Reprint (in 1999 awards) (1998)
",Batman: The Long Halloween (Batman),"[Harvey Dent, Holiday, Alfred Pennyworth, Solomon Grundy, Jonathan Crane, The Mad Hatter (DC Comics), Selina Kyle, James Gordon, Bruce Wayne, Carmine Falcone, Sal Maroni, The Joker, Barbara Kean, Gillian B. Loeb, Calendar Man, Edward Nigma, Pamela Isley]","[Sequential Art, Comics, Sequential Art, Graphic Novels, Dc Comics, Batman, Fiction, Superheroes, Dc Comics, Comics, Comic Book]",1554.0,33.0,376 pages,"[27610, 17754, 6943, 1486, 734]",4.28,November 30th 1997,2.0,17.0
96,Battle Royale,tt0266308,http://www.imdb.com/title/tt0266308/,4500000,,,,,Battle Royale,[],"[Fiction, Science Fiction, Dystopia, Horror, Science Fiction, Young Adult, Thriller]",3752.0,32.0,617 pages,"[18009, 13194, 5298, 1206, 412]",4.24,1999,0.0,0.0
97,Be Cool,tt0377471,http://www.imdb.com/title/tt0377471/,53000000,55808744,23450212.0,4 March 2005,,Be Cool (Chili Palmer #2),[],"[Fiction, Mystery, Crime, Mystery, Thriller]",221.0,36.0,304 pages,"[714, 1717, 2074, 524, 101]",3.47,February 24th 1999,0.0,0.0
98,Beaches,tt0094715,http://www.imdb.com/title/tt0094715/,,57041866,5160258.0,13 January 1989,,Beaches,"[Roberta ""Bertie"" White, Cecelia ""Cee Cee"" Bloom]","[Fiction, Womens Fiction, Chick Lit, Drama, Romance, Womens Fiction]",158.0,17.0,304 pages,"[5150, 3850, 2222, 488, 136]",4.13,1985,0.0,2.0
99,Beast,tt0101414,http://www.imdb.com/title/tt0101414/,25000000,47611331,17754905.0,22 November 1991,,Beast,[],"[Horror, Fiction, Thriller, Science Fiction]",101.0,22.0,319 pages,"[568, 953, 1197, 333, 57]",3.53,January 1st 1991,0.0,0.0
100,Beastly,tt1152398,http://www.imdb.com/title/tt1152398/,17000000,27854896,9851102.0,4 March 2011,"
Abraham Lincoln Award Nominee (2012), VOYA's Editor Choice (2007), Missouri Gateway Readers Award Nominee (2010)
",Beastly (Kendra Chronicles #1),"[Magda, Kyle Kingsbury, Will Fratalli, Linda ""Lindy"" Owens, Kendra Hilferty, Rob Kingsbury, Mr. Anderson]","[Young Adult, Fantasy, Romance, Fantasy, Fairy Tales, Fiction]",8321.0,71.0,304 pages,"[50802, 46087, 37638, 12275, 3944]",3.85,January 1st 2007,3.0,7.0
101,Beautiful Creatures,tt1559547,http://www.imdb.com/title/tt1559547/,60000000,19445217,7582595.0,14 February 2013,"
Georgia Peach Book Award Nominee for Honor book (2011), William C. Morris YA Debut Award Nominee (2010), Audie Award for Paranormal (2011), Goodreads Choice Award Nominee for Young Adult Fiction (2009)
",Beautiful Creatures (Caster Chronicles #1),"[Ethan Wate, Lena Duchannes, Wesley ""Link"" Lincoln, Amma Treadeau, Macon Ravenwood]","[Young Adult, Fantasy, Fantasy, Paranormal, Romance]",20396.0,115.0,563 pages,"[140641, 125450, 107005, 40997, 18784]",3.76,December 1st 2009,4.0,5.0
102,Because of Winn-Dixie,tt0317132,http://www.imdb.com/title/tt0317132/,14000000,32645546,13218723.0,18 February 2005,"
Newbery Honor (2001), Book Sense Book of the Year Award for Children's Literature (2001), Josette Frank Award (2001), Mark Twain Award  (2003), Texas Bluebonnet Award (2002)
...more
Rebecca Caudill Young Reader's Book Award Nominee (2002), South Carolina Book Award for Children's Book Award (2003), Charlotte Award (2002), Nene Award (2005), Maryland Black-Eyed Susan Book Award for Grade 4-6 (2002), Massachusetts Children's Book Award (2002), Keystone to Reading Book Award for Intermediate (2003), Dorothy Canfield Fisher Children's Book Award (2002), Sunshine State Young Readers Award for Grades 3-5 (2001), Pacific Northwest Library Association Young Reader's Choice Award for Junior (2003), Charlie May Simon Children's Book Award (2002), New Mexico Land of Enchantment Award for Children's (2003), The Judy Lopez Memorial Award for Children's Literature Honor (2001), Chapman Award for Shared Reading Nominee for Fiction (2000), Washington State Sasquatch Award (2003), Oklahoma Sequoyah Award for Children (2003)
...less ",Because of Winn-Dixie,"[Winn-Dixie, India Opal Buloni, Otis, Miss Franny Block, Gloria Dump, The Preacher, Amanda Wilkinson]","[Fiction, Childrens, Realistic Fiction, Animals, Young Adult]",6102.0,71.0,182 pages,"[54785, 51277, 34808, 8043, 2013]",3.99,January 1st 2000,20.0,7.0
103,Bee Season,tt0387059,http://www.imdb.com/title/tt0387059/,14000000,1180560,120544.0,23 November 2005,"
New York Public Library Young Lions Fiction Award Nominee (2001), Guardian First Book Award Nominee for Longlist (2001), Edward Lewis Wallant Award (2001), PEN/Hemingway Foundation Award Nominee (2001), Borders Original Voices Award for Fiction (2000)
",Bee Season,"[Eliza Naumann, Saul Naumann, Miriam Naumann, Aaron Naumann]","[Fiction, Literature, Jewish, Adult Fiction, Contemporary]",1453.0,4.0,275 pages,"[3720, 7746, 7141, 2245, 654]",3.54,2000,5.0,4.0
104,Before I Die,tt0821436,http://www.imdb.com/title/tt0821436/,,,,,"
Branford Boase Award (2008), The Inky Awards for Silver Inky (2008), Abraham Lincoln Award Nominee (2012), Carnegie Medal Nominee (2008), The Inky Awards Shortlist for Silver Inky (2008)
",Before I Die,"[Tessa Scott, Cal Scott, Scott, Zoey, Adam, Tessa's Father, Tessa's Mother, Jake]","[Young Adult, Contemporary, Romance, Fiction, Realistic Fiction]",3785.0,88.0,336 pages,"[14485, 14891, 11006, 3379, 1110]",3.85,2007,5.0,8.0
105,Before I Go to Sleep,tt1726592,http://www.imdb.com/title/tt1726592/,22000000,,,31 October 2014,"
Macavity Award Nominee for Best First Mystery Novel (2012), Anthony Award Nominee for Best First Novel (2012), The Crime Writers' Association New Blood Dagger (2011), CWA Ian Fleming Steel Dagger Nominee (2011), Galaxy National Book Award for Crime & Thriller of the Year (2011)
",Before I Go to Sleep,"[Ben, Christine Lucas, Dr. Nash]","[Fiction, Mystery, Thriller, Suspense, Thriller, Mystery Thriller, Adult, Contemporary, Mystery, Crime, Adult Fiction, Thriller, Psychological Thriller]",18157.0,145.0,359 pages,"[53600, 76695, 47051, 11374, 3288]",3.86,April 28th 2011,5.0,3.0
106,Being There,tt0078841,http://www.imdb.com/title/tt0078841/,,30177511,,,,Being There,[],"[Fiction, Humor, Classics, Novels, Literature]",569.0,65.0,160 pages,"[2085, 3033, 1940, 427, 97]",3.87,January 1st 1970,0.0,0.0
107,Being at home with Claude,tt0103787,http://www.imdb.com/title/tt0103787/,,600000,,October 1993,,Being at home with Claude,[],"[Plays, Theatre, Glbt, Drama]",0.0,1.0,121 pages,"[8, 6, 7, 2, 0]",3.87,,0.0,0.0
108,Bel-Ami,tt3327554,http://www.imdb.com/title/tt3327554/,,,,,,Bel-Ami,"[Rachel, Georges Duroy (Du Roy), Charles Forestier, Madeleine Forestier (Du Roy), Monsieur Laroche-Mathieu, Comte de Vaudrec, Clotilde de Marelle, Laurine de Marelle, Jacques Rival, Norbert de Varenne, Monsieur Walter, Virginie Walter, Suzanne Walter]","[Classics, Cultural, France, Fiction, European Literature, French Literature, Literature, 19th Century, Literature, Romance, Historical Fiction, Novels, Academic, School]",898.0,437.0,416 pages,"[4975, 7213, 5096, 1305, 318]",3.81,1885,0.0,13.0
109,Bella Mafia,tt0120602,http://www.imdb.com/title/tt0120602/,,,,,,Bella Mafia,[],"[Mystery, Mystery, Crime, Thriller, Fiction, Thriller, Mystery Thriller, European Literature, British Literature]",49.0,16.0,768 pages,"[339, 294, 112, 27, 11]",4.18,June 14th 1990,0.0,0.0
