http://www.imdb.com/title/tt0373889/business?ref_=tt_dt_bus,150000000,292004738,77108414
http://www.imdb.com/title/tt1099212/business?ref_=tt_dt_bus,37000000,191465414,69637740
http://www.imdb.com/title/tt0330373/business?ref_=tt_dt_bus,150000000,290013036,102335066
http://www.imdb.com/title/tt0304141/business?ref_=tt_dt_bus,130000000,249358727,93687367
http://www.imdb.com/title/tt0241527/business?ref_=tt_dt_bus,125000000,317557891,90294621
http://www.imdb.com/title/tt0295297/business?ref_=tt_dt_bus,100000000,261970615,88357488
http://www.imdb.com/title/tt0417741/business?ref_=tt_dt_bus,250000000,301959197,77835727
http://www.imdb.com/title/tt1932888/business?ref_=tt_dt_bus,,,
http://www.imdb.com/title/tt0397535/business?ref_=tt_dt_bus,85000000,57010853,682504
http://www.imdb.com/title/tt0312528/business?ref_=tt_dt_bus,109000000,100446895,38329160
http://www.imdb.com/title/tt1201607/business?ref_=tt_dt_bus,125000000,381011219,169189427
http://www.imdb.com/title/tt0363771/business?ref_=tt_dt_bus,180000000,291709845,65556312
http://www.imdb.com/title/tt5607976/business?ref_=tt_dt_bus,,,
http://www.imdb.com/title/tt0814255/business?ref_=tt_dt_bus,95000000,88761720,
http://www.imdb.com/title/tt0327679/business?ref_=tt_dt_bus,35000000,22913677,6169030
http://www.imdb.com/title/tt1259571/business?ref_=tt_dt_bus,50000000,296623634,142839137
http://www.imdb.com/title/tt1374989/business?ref_=tt_dt_bus,28000000,10907291,5324240
http://www.imdb.com/title/tt0056592/business?ref_=tt_dt_bus,2000000,13129846,
http://www.imdb.com/title/tt0413895/business?ref_=tt_dt_bus,,82506325,11457353
http://www.imdb.com/title/tt0311289/business?ref_=tt_dt_bus,20000000,67406573,16300155
http://www.imdb.com/title/tt1392170/business?ref_=tt_dt_bus,78000000,408010692,152535747
http://www.imdb.com/title/tt0808151/business?ref_=tt_dt_bus,150000000,133375846,46204168
http://www.imdb.com/title/tt0060345/business?ref_=tt_dt_bus,,,
http://www.imdb.com/title/tt0110148/business?ref_=tt_dt_bus,60000000,105264608,36389705
http://www.imdb.com/title/tt1325004/business?ref_=tt_dt_bus,68000000,300531751,83637242
http://www.imdb.com/title/tt0245844/business?ref_=tt_dt_bus,35000000,54234062,11376150
http://www.imdb.com/title/tt0120737/business?ref_=tt_dt_bus,93000000,315544750,47211490
http://www.imdb.com/title/tt0117509/business?ref_=tt_dt_bus,14500000,46338728,11133231
http://www.imdb.com/title/tt0419887/business?ref_=tt_dt_bus,20000000,15797907,471713
http://www.imdb.com/title/tt0117008/business?ref_=tt_dt_bus,36000000,33084249,8209000
http://www.imdb.com/title/tt0499448/business?ref_=tt_dt_bus,225000000,141621490,55034805
http://www.imdb.com/title/tt0031381/business?ref_=tt_dt_bus,3977000,198655278,1192593
http://www.imdb.com/title/tt0367594/business?ref_=tt_dt_bus,150000000,206459076,56178450
http://www.imdb.com/title/tt0086066/business?ref_=tt_dt_bus,10000000,25600000,5068165
http://www.imdb.com/title/tt0371724/business?ref_=tt_dt_bus,50000000,51085416,21103203
http://www.imdb.com/title/tt5689392/business?ref_=tt_dt_bus,,,
http://www.imdb.com/title/tt1396484/business?ref_=tt_dt_bus,,,
http://www.imdb.com/title/tt0332280/business?ref_=tt_dt_bus,29000000,81001787,13464745
http://www.imdb.com/title/tt0369610/business?ref_=tt_dt_bus,150000000,652270625,208806270
http://www.imdb.com/title/tt0458352/business?ref_=tt_dt_bus,35000000,124732962,27537244
http://www.imdb.com/title/tt0167260/business?ref_=tt_dt_bus,94000000,377845905,72629713
http://www.imdb.com/title/tt0108071/business?ref_=tt_dt_bus,,31181347,
http://www.imdb.com/title/tt1229822/business?ref_=tt_dt_bus,,11242660,182885
http://www.imdb.com/title/tt0110367/business?ref_=tt_dt_bus,15000000,50083616,
http://www.imdb.com/title/tt0452694/business?ref_=tt_dt_bus,39000000,63414846,18623171
http://www.imdb.com/title/tt1078588/business?ref_=tt_dt_bus,30000000,49185998,12442212
http://www.imdb.com/title/tt0403508/business?ref_=tt_dt_bus,25000000,39008741,9833340
http://www.imdb.com/title/tt0106918/business?ref_=tt_dt_bus,42000000,158348367,
http://www.imdb.com/title/tt1981115/business?ref_=tt_dt_bus,170000000,206362140,85737841
http://www.imdb.com/title/tt0338348/business?ref_=tt_dt_bus,165000000,451442,40428
http://www.imdb.com/title/tt0279778/business?ref_=tt_dt_bus,27000000,69586544,16167412
http://www.imdb.com/title/tt0081505/business?ref_=tt_dt_bus,19000000,44017374,622337
