http://www.imdb.com/title/tt0373889/?ref_=fn_al_tt_1,150000000,292000866
http://www.imdb.com/title/tt1099212/?ref_=fn_al_tt_1,37000000,191449475
http://www.imdb.com/title/tt0330373/?ref_=fn_al_tt_1,150000000,289994397
http://www.imdb.com/title/tt0304141/?ref_=fn_al_tt_1,130000000,249358727
http://www.imdb.com/title/tt0241527/?ref_=fn_al_tt_1,125000000,317557891
http://www.imdb.com/title/tt0295297/?ref_=fn_al_tt_1,100000000,261970615
http://www.imdb.com/title/tt0417741/?ref_=fn_al_tt_1,250000000,301956980
http://www.imdb.com/title/tt0397535/?ref_=fn_al_tt_1,85000000,57010853
http://www.imdb.com/title/tt0312528/?ref_=fn_al_tt_1,109000000,100446895
http://www.imdb.com/title/tt1201607/?ref_=fn_al_tt_1,125000000,380955619
http://www.imdb.com/title/tt0363771/?ref_=fn_al_tt_1,180000000,291709845
http://www.imdb.com/title/tt0814255/?ref_=fn_al_tt_1,95000000,88761720
http://www.imdb.com/title/tt0327679/?ref_=fn_al_tt_1,35000000,22913677
http://www.imdb.com/title/tt1259571/?ref_=fn_al_tt_1,50000000,296623634
http://www.imdb.com/title/tt1374989/?ref_=fn_al_tt_1,28000000,10907291
http://www.imdb.com/title/tt0056592/?ref_=fn_al_tt_1,2000000,
http://www.imdb.com/title/tt0413895/?ref_=fn_al_tt_1,,82506325
http://www.imdb.com/title/tt0311289/?ref_=fn_al_tt_1,20000000,67325559
http://www.imdb.com/title/tt1392170/?ref_=fn_al_tt_1,78000000,407999255
http://www.imdb.com/title/tt0808151/?ref_=fn_al_tt_1,150000000,133375846
http://www.imdb.com/title/tt0060345/?ref_=fn_al_tt_1,,
http://www.imdb.com/title/tt0110148/?ref_=fn_al_tt_1,60000000,105264608
http://www.imdb.com/title/tt1325004/?ref_=fn_al_tt_1,68000000,300523113
http://www.imdb.com/title/tt0245844/?ref_=fn_al_tt_1,35000000,54228104
http://www.imdb.com/title/tt0120737/?ref_=fn_al_tt_1,93000000,313837577
http://www.imdb.com/title/tt0117509/?ref_=fn_al_tt_1,14500000,46338728
http://www.imdb.com/title/tt0419887/?ref_=fn_al_tt_1,20000000,15797907
http://www.imdb.com/title/tt0117008/?ref_=fn_al_tt_1,36000000,33084249
http://www.imdb.com/title/tt0499448/?ref_=fn_al_tt_1,225000000,141614023
http://www.imdb.com/title/tt0031381/?ref_=fn_al_tt_1,3977000,198655278
http://www.imdb.com/title/tt0367594/?ref_=fn_al_tt_1,150000000,206456431
http://www.imdb.com/title/tt0086066/?ref_=fn_al_tt_1,10000000,25600000
http://www.imdb.com/title/tt0371724/?ref_=fn_al_tt_1,50000000,51019112
http://www.imdb.com/title/tt5689392/?ref_=fn_al_tt_1,,
http://www.imdb.com/title/tt1396484/?ref_=fn_al_tt_1,,
http://www.imdb.com/title/tt0332280/?ref_=fn_al_tt_1,29000000,64286
http://www.imdb.com/title/tt0369610/?ref_=fn_al_tt_1,150000000,652177271
http://www.imdb.com/title/tt0458352/?ref_=fn_al_tt_1,35000000,124732962
http://www.imdb.com/title/tt0167260/?ref_=fn_al_tt_1,94000000,377019252
http://www.imdb.com/title/tt0108071/?ref_=fn_al_tt_1,,31181347
http://www.imdb.com/title/tt1229822/?ref_=fn_al_tt_1,,11232825
http://www.imdb.com/title/tt0110367/?ref_=fn_al_tt_1,15000000,50003300
http://www.imdb.com/title/tt0452694/?ref_=fn_al_tt_1,39000000,63411478
http://www.imdb.com/title/tt1078588/?ref_=fn_al_tt_1,30000000,49185998
http://www.imdb.com/title/tt0403508/?ref_=fn_al_tt_1,25000000,39008741
http://www.imdb.com/title/tt0106918/?ref_=fn_al_tt_1,42000000,158348400
http://www.imdb.com/title/tt0338348/?ref_=fn_al_tt_1,165000000,665426
http://www.imdb.com/title/tt0279778/?ref_=fn_al_tt_1,27000000,69586544
http://www.imdb.com/title/tt0081505/?ref_=fn_al_tt_1,19000000,
http://www.imdb.com/title/tt0167261/?ref_=fn_al_tt_1,94000000,340478898
