,New Book Name,ID,Link,Budget,Gross,Opening,Release Date,Awards List,Book Name,Characters,Genres,Num_reviews,Other editions,Pages,Star votes,Stars,publish_date,Award Count,Num Characters,Star_count_5,Star_count_4,Star_count_3,Star_count_2,Star_count_1,Star_count_total,Genre_Fiction,Genre_Fantasy,Genre_Classics,Genre_Mystery,Genre_Young Adult,Genre_Romance,Genre_Literature,Genre_Historical Fiction,Genre_Thriller,Genre_Childrens,Genre_Science Fiction,Genre_Novels,Genre_Contemporary,Genre_Adventure,Genre_Crime,Genre_Cultural,Genre_Sequential Art,Genre_Historical,Genre_Humor,Genre_Horror,Genre_Paranormal,Genre_Nonfiction,Genre_War,Genre_European Literature,Genre_Biography,Genre_Womens Fiction,Genre_Suspense,Genre_Chick Lit,Genre_Adult,Genre_Autobiography,Genre_History,Time Diff
645,Red Riding Hood,tt1486185,http://www.imdb.com/title/tt1486185/,42000000,37652565,14005335.0,2011-03-11,,Red Riding Hood,"[Lucie, Madam Shaw, Valerie, Peter Churchman, Suzette, Cesaire, Father Solomon, Henry Lazar]","[Fantasy, Young Adult, Romance, Fantasy, Paranormal]",1904.0,31.0,352.0,"[3714, 4404, 4781, 2000, 883]",3.51,2011-01-01,0.0,8.0,883.0,2000.0,4781.0,4404.0,3714.0,15782.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69 days 00:00:00.000000000
646,Redwall,tt0200369,http://www.imdb.com/title/tt0200369/,,,,,"
West Australian Young Readers' Book Award (WAYRBA) for Older Readers (1990), Rebecca Caudill Young Reader's Book Award Nominee (1992)
",Redwall (Redwall #1),[],"[Fantasy, Young Adult, Fiction, Childrens, Animals]",2688.0,79.0,352.0,"[30344, 27404, 14411, 2769, 1049]",4.1,1986-12-13,2.0,0.0,1049.0,2769.0,14411.0,27404.0,30344.0,75977.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
647,Reflections in a Golden Eye,tt0062185,http://www.imdb.com/title/tt0062185/,4500000,,,1967-10-13,,Reflections in a Golden Eye,[],"[Fiction, Classics, Gothic, Southern Gothic, American, Southern, Literature, American, Literature, Glbt]",214.0,4.0,182.0,"[767, 1122, 722, 183, 40]",3.84,1941-12-13,0.0,0.0,40.0,183.0,722.0,1122.0,767.0,2834.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435 days 00:00:00.000000000
648,Relic,tt6114050,http://www.imdb.com/title/tt6114050/,,,,,,Relic (Pendergast #1),"[Aloysius X.L. Pendergast, Vincent D'Agosta, Margo Green, William Smithback, Junior, Dr. Whitney C. Frock, Aloysius X.L. Pendergast, Vincent D'Agosta, Margo Green, William Smithback, Junior, Dr. Whitney C. Frock]","[Horror, Thriller, Mystery, Fiction, Science Fiction]",2321.0,93.0,480.0,"[24040, 25494, 14705, 3161, 937]",4.0,1995-12-13,0.0,12.0,937.0,3161.0,14705.0,25494.0,24040.0,68337.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
649,Requiem for a Dream,tt0180093,http://www.imdb.com/title/tt0180093/,4500000,3609278,64770.0,2000-12-15,,Requiem for a Dream,"[Tyrone C, Sara Goldfarb, Harry Goldfarb, Marion]","[Fiction, Thriller, Classics, Contemporary]",852.0,35.0,279.0,"[14556, 13678, 6422, 1358, 671]",4.09,1978-12-13,0.0,4.0,671.0,1358.0,6422.0,13678.0,14556.0,36685.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8038 days 00:00:00.000000000
650,Resident Evil: Extinction,tt0432021,http://www.imdb.com/title/tt0432021/,45000000,49962808,23678580.0,2007-09-21,,Resident Evil: Extinction (Resident Evil #3),[],"[Horror, Zombies, Horror, Science Fiction, Fiction]",25.0,9.0,356.0,"[240, 122, 110, 29, 5]",4.11,2007-01-01,0.0,0.0,5.0,29.0,110.0,122.0,240.0,506.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263 days 00:00:00.000000000
651,Reverb,tt0772197,http://www.imdb.com/title/tt0772197/,,,,,,Reverb,[],"[Romance, Contemporary, Fiction, Thriller, Mystery Thriller, Dark, Adult]",72.0,7.0,326.0,"[76, 96, 61, 24, 16]",3.7,2013-01-14,0.0,0.0,16.0,24.0,61.0,96.0,76.0,273.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
652,Revolutionary Road,tt0959337,http://www.imdb.com/title/tt0959337/,35000000,22911480,189911.0,2009-01-23,"
National Book Award Finalist for Fiction (1962)
",Revolutionary Road,"[Frank Wheeler, April Wheeler, Shep Campbell, Milly Campbell]","[Fiction, Classics, Historical Fiction]",5743.0,86.0,355.0,"[19381, 22415, 13427, 4259, 1502]",3.88,1961-12-13,1.0,4.0,1502.0,4259.0,13427.0,22415.0,19381.0,60984.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17208 days 00:00:00.000000000
653,"Rich Man, Poor Man",tt0074048,http://www.imdb.com/title/tt0074048/,,,,,,"Rich Man, Poor Man",[],"[Fiction, Classics, Historical Fiction, Drama, Novels]",218.0,47.0,666.0,"[11124, 9654, 5250, 731, 171]",4.14,1969-12-13,0.0,0.0,171.0,731.0,5250.0,9654.0,11124.0,26930.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
654,Ring,tt0289424,http://www.imdb.com/title/tt0289424/,,1533116,,,,Ring (Ring #1),[],"[Horror, Fiction, Cultural, Japan, Thriller, Fantasy]",658.0,44.0,282.0,"[2686, 3763, 2537, 606, 234]",3.82,1991-12-13,0.0,0.0,234.0,606.0,2537.0,3763.0,2686.0,9826.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
655,Rising Storm,tt0100464,http://www.imdb.com/title/tt0100464/,,,,1989-10-22,,Rising Storm (Warriors #4),[],"[Fantasy, Animals, Fiction]",741.0,42.0,336.0,"[14727, 7510, 3421, 547, 126]",4.37,,0.0,0.0,126.0,547.0,3421.0,7510.0,14727.0,26331.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
656,Rising Sun,tt0107969,http://www.imdb.com/title/tt0107969/,35000000,63095271,15100000.0,1993-07-30,,Rising Sun,[],"[Fiction, Thriller, Mystery, Suspense, Mystery, Crime]",629.0,85.0,399.0,"[7163, 14150, 13618, 3428, 696]",3.61,1992-06-11,0.0,0.0,696.0,3428.0,13618.0,14150.0,7163.0,39055.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,414 days 00:00:00.000000000
657,Ritual,tt2182019,http://www.imdb.com/title/tt2182019/,200000,,,,,Ritual,[],"[Horror, Fiction, Novels]",38.0,11.0,279.0,"[18, 65, 82, 37, 15]",3.16,1967-12-13,0.0,0.0,15.0,37.0,82.0,65.0,18.0,217.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
658,Roadside Picnic,tt1928255,http://www.imdb.com/title/tt1928255/,,,,2011-09-30,"
John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978), Graoully d'Or for Roman étranger (1981), Science Fiction and Fantasy Translation Award Nominee for Long Form (Honorable Mention) (2013)
",Roadside Picnic,[Red Schuhart],"[Science Fiction, Fiction, Cultural, Russia, Classics]",1289.0,104.0,145.0,"[10017, 7786, 3303, 714, 186]",4.21,1972-12-13,3.0,1.0,186.0,714.0,3303.0,7786.0,10017.0,22006.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14170 days 00:00:00.000000000
659,Robinson Crusoe,tt0117496,http://www.imdb.com/title/tt0117496/,,,,,,Robinson Crusoe (Robinson Crusoe #1),"[Robinson Crusoe, Friday Baldwin]","[Classics, Fiction, Adventure, Literature, Historical Fiction, Novels, Literature, 18th Century, Classics, Classic Literature, Academic, School, European Literature, British Literature]",4219.0,1926.0,287.0,"[43725, 63097, 55241, 16993, 6012]",3.66,1719-04-25 00:00:00,0.0,2.0,6012.0,16993.0,55241.0,63097.0,43725.0,185068.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
660,Rocket Boys,tt3898046,http://www.imdb.com/title/tt3898046/,,,,,"
National Book Critics Circle Award Nominee for Biography/Autobiography (1998), Weatherford Award (1998), Alabama Author Award - Nonfiction (2001)
",Rocket Boys (Coalwood),[],"[Science, Nonfiction, Autobiography, Memoir, Biography, Space, Young Adult, Coming Of Age, Historical, Classics, History, Adult]",1252.0,41.0,384.0,"[4893, 4769, 1812, 340, 111]",4.17,1998-12-13,3.0,0.0,111.0,340.0,1812.0,4769.0,4893.0,11925.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
661,Rodrick Rules,tt1650043,http://www.imdb.com/title/tt1650043/,21000000,52691009,23751502.0,2011-03-25,,Rodrick Rules (Diary of a Wimpy Kid #2),[],"[Fiction, Realistic Fiction, Childrens, Young Adult, Sequential Art, Graphic Novels, Humor, Funny]",5485.0,88.0,224.0,"[40969, 25976, 17457, 4915, 1813]",4.09,,0.0,0.0,1813.0,4915.0,17457.0,25976.0,40969.0,91130.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
662,Romanzo criminale,tt0418110,http://www.imdb.com/title/tt0418110/,,,,,"
Premio Scerbanenco (2003), Prix du Polar Européen (2006)
",Romanzo criminale,[],"[European Literature, Italian Literature, Mystery, Noir, Mystery, Crime, Fiction, Cultural, Italy]",54.0,23.0,625.0,"[389, 484, 232, 47, 12]",4.02,,2.0,0.0,12.0,47.0,232.0,484.0,389.0,1164.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
663,Romeo and Juliet,tt0063518,http://www.imdb.com/title/tt0063518/,,38901218,,1968-10-08,,Romeo and Juliet,"[Romeo Montague, Juliet Capulet, Tybalt, Mercutio, Benvolio, Friar Laurence, County Paris, Escalus, Montague, Lady Montague, Abram, Balthasar, Capulet, Lady Capulet, Samson Capulet, Anthony Capulet, Potpan Capulet, Friar John]","[Classics, Plays, Fiction, Romance, Academic, School, Drama, Academic, Read For School, Literature, Young Adult, High School, Poetry]",13654.0,1709.0,283.0,"[455942, 487840, 427230, 144699, 54090]",3.73,,0.0,18.0,54090.0,144699.0,427230.0,487840.0,455942.0,1569801.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
664,"Romulus, My Father",tt0462023,http://www.imdb.com/title/tt0462023/,,2791,2791.0,,"
Victorian Premier's Literary Award for Nettie Palmer Prize for Non-Fiction (1998)
","Romulus, My Father",[],"[Nonfiction, Biography, Autobiography, Memoir, Cultural, Australia, Philosophy]",92.0,11.0,0.0,"[281, 522, 448, 147, 43]",3.59,1998-12-13,1.0,0.0,43.0,147.0,448.0,522.0,281.0,1441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
665,Rosemary's Baby,tt0063522,http://www.imdb.com/title/tt0063522/,2300000,33395426,,1968-06-12,"
Edgar Award Nominee for Best Novel (1968)
",Rosemary's Baby (Rosemary's Baby #1),"[Rosemary Woodhouse, Guy Woodhouse, Minnie Castevet, Roman Castevet]","[Horror, Fiction, Classics, Thriller, Mystery]",1995.0,23.0,308.0,"[26087, 27886, 17977, 3962, 1319]",3.95,1967-03-12,1.0,4.0,1319.0,3962.0,17977.0,27886.0,26087.0,77231.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458 days 00:00:00.000000000
666,Rum Punch,tt2017579,http://www.imdb.com/title/tt2017579/,,,,,,Rum Punch (Ordell Robbie & Louis Gara #2),[],"[Fiction, Mystery, Crime, Mystery, Thriller, Mystery, Detective, Novels, Literature, American, Suspense, Mystery, Hard Boiled, Thriller, Mystery Thriller]",286.0,44.0,304.0,"[1338, 3181, 1799, 197, 27]",3.86,1992-07-13,0.0,0.0,27.0,197.0,1799.0,3181.0,1338.0,6542.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
667,Rumble Fish,tt0086216,http://www.imdb.com/title/tt0086216/,10000000,2494480,18985.0,1983-10-21,,Rumble Fish,[],"[Young Adult, Fiction, Classics, Young Adult, Teen, Young Adult, Coming Of Age]",689.0,51.0,144.0,"[3527, 5035, 4386, 923, 160]",3.77,1975-12-13,0.0,0.0,160.0,923.0,4386.0,5035.0,3527.0,14031.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869 days 00:00:00.000000000
668,Running Out of Time,tt0216165,http://www.imdb.com/title/tt0216165/,,,,,"
Independent Publisher Book Award (IPPY) Nominee for Children's Audio  (Finalist) (1999), Rebecca Caudill Young Reader's Book Award Nominee (1998), Grand Canyon Reader Award for Intermediate Book (1998), Maryland Black-Eyed Susan Book Award for Grade 6-9 (1998), Oklahoma Sequoyah Award for YA (1998)
",Running Out of Time,[],"[Young Adult, Fiction, Science Fiction, Childrens, Historical Fiction, Adventure]",1247.0,22.0,184.0,"[6543, 7261, 4483, 959, 215]",3.97,1995-01-01,5.0,0.0,215.0,959.0,4483.0,7261.0,6543.0,19461.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
669,Running with Scissors,tt0439289,http://www.imdb.com/title/tt0439289/,12000000,6754898,226108.0,2006-10-27,,Running with Scissors,[],"[Autobiography, Memoir, Nonfiction, Biography, Humor]",11352.0,74.0,315.0,"[76943, 101429, 75744, 26465, 13177]",3.69,2002-12-13,0.0,0.0,13177.0,26465.0,75744.0,101429.0,76943.0,293758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1414 days 00:00:00.000000000
670,Safe Haven,tt1702439,http://www.imdb.com/title/tt1702439/,28000000,71346930,21401594.0,2013-02-14,"
Goodreads Choice Award Nominee for Romance (2010)
",Safe Haven,[],"[Romance, Fiction, Womens Fiction, Chick Lit, Contemporary, Adult]",12479.0,108.0,340.0,"[115941, 85231, 42762, 8974, 2816]",4.18,2010-12-13,1.0,0.0,2816.0,8974.0,42762.0,85231.0,115941.0,255724.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,794 days 00:00:00.000000000
671,"Sagwa, the Chinese Siamese Cat",tt0294177,http://www.imdb.com/title/tt0294177/,,,,,,"Sagwa, the Chinese Siamese Cat",[],"[Childrens, Picture Books, Childrens, Animals, Cats, Fiction, Cultural, China]",44.0,11.0,40.0,"[307, 295, 227, 39, 6]",3.98,1994-12-13,0.0,0.0,6.0,39.0,227.0,295.0,307.0,874.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
672,Sahara,tt0318649,http://www.imdb.com/title/tt0318649/,130000000,68642452,18068372.0,2005-04-08,"
Japan Adventure Fiction Association Prize for Best Translated Novel (1992)
",Sahara (Dirk Pitt #11),"[Dirk Pitt, Al Giordino]","[Fiction, Adventure, Thriller, Action]",705.0,65.0,400.0,"[15291, 18242, 11125, 2107, 856]",3.95,1992-06-01,1.0,2.0,856.0,2107.0,11125.0,18242.0,15291.0,47621.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4694 days 00:00:00.000000000
673,Salmon Fishing in the Yemen,tt1441952,http://www.imdb.com/title/tt1441952/,,9025107,225894.0,,"
Bollinger Everyman Wodehouse Prize for Comic Fiction, Exclusive Books Boeke Prize Nominee (2007)
",Salmon Fishing in the Yemen,"[Alfred ""Fred"" Jones, Harriet Chetwode-Talbot, Sheikh Muhammad]","[Fiction, Contemporary, Humor, Politics, Novels, Literature, European Literature, British Literature, Adult Fiction, Modern, Romance]",1289.0,58.0,329.0,"[1383, 3821, 3618, 1030, 263]",3.5,2006-12-13,2.0,3.0,263.0,1030.0,3618.0,3821.0,1383.0,10115.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
674,Sandstorm,tt0445693,http://www.imdb.com/title/tt0445693/,CAD5000,1744,1744.0,2009-09-11,,Sandstorm (Sigma Force #1),"[Painter Crowe, Safia al-Maaz, Kara Kensington]","[Thriller, Fiction, Adventure, Mystery, Action]",1270.0,59.0,608.0,"[9358, 11476, 6901, 1459, 442]",3.94,2016-06-04,0.0,3.0,442.0,1459.0,6901.0,11476.0,9358.0,29636.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2458 days +00:00:00.000000000
675,Sarah's Key,tt1668200,http://www.imdb.com/title/tt1668200/,,7691700,115708.0,2011-07-22,,Sarah's Key,"[Julia Jarmond, Sarah Starzynski, Zoë Tézac, Bertrand Tézac, Michel Starzynski, Wladyslaw Starzynski, Rywka Starzynski, William Rainsferd, Edouard Tézac, Jules Dufaure, Genevieve Dufaure]","[Historical Fiction, World War II, Holocaust, Historical, Fiction, War, World War II, Cultural, France]",25875.0,119.0,294.0,"[133076, 128805, 53695, 12236, 3699]",4.13,2016-09-06,0.0,11.0,3699.0,12236.0,53695.0,128805.0,133076.0,331511.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1873 days +00:00:00.000000000
676,"Sarah, Plain and Tall",tt0102842,http://www.imdb.com/title/tt0102842/,,,,,"
Newbery Medal (1986), Scott O'Dell Award (1986), Rebecca Caudill Young Reader's Book Award Nominee (1988), Dorothy Canfield Fisher Children's Book Award Nominee (1987), Charlie May Simon Children's Book Award (1987)
...more
The Judy Lopez Memorial Award for Children's Literature Honor (1986)
...less ","Sarah, Plain and Tall (Sarah, Plain and Tall #1)",[],"[Classics, Childrens, Young Adult, Childrens, Middle Grade, Academic, School, Childrens, Juvenile, Family, Childrens, Chapter Books, Historical Fiction, Academic, Read For School]",1891.0,49.0,64.0,"[15376, 18681, 17432, 5056, 1470]",3.71,1985-12-13,5.0,0.0,1470.0,5056.0,17432.0,18681.0,15376.0,58015.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
677,Savage Grace,tt0379976,http://www.imdb.com/title/tt0379976/,4600000,434417,22311.0,,"
Edgar Award for Best Fact Crime (1986)
",Savage Grace,[],"[Nonfiction, Crime, True Crime, Mystery, Crime, Biography, Biography Memoir, History, Literary Fiction, Mental Health, Mental Illness]",116.0,11.0,492.0,"[103, 162, 188, 57, 29]",3.47,1985-06-13,1.0,0.0,29.0,57.0,188.0,162.0,103.0,539.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
678,Savages,tt1615065,http://www.imdb.com/title/tt1615065/,45000000,47307550,16016910.0,2012-07-06,"
Barry Award Nominee for Best Novel (2011), Dilys Award Nominee (2011), San Francisco Book Festival Prize for General Fiction (2011)
",Savages (Savages #2),[],"[Fiction, Mystery, Crime, Thriller, Mystery, Thriller, Mystery Thriller, Mystery, Noir, Contemporary, Novels, Suspense, Action]",1457.0,47.0,302.0,"[3302, 4912, 2999, 768, 255]",3.84,2010-01-01,3.0,0.0,255.0,768.0,2999.0,4912.0,3302.0,12236.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,917 days 00:00:00.000000000
679,Scarlett,tt0108915,http://www.imdb.com/title/tt0108915/,40000000,,,,,Scarlett,"[Scarlett O'Hara, Rhett Butler, Ashley Wilkes, Eulalie, Pauline, Mammy Abigail, Rosemary, Lord Colum, Old Katie Scarlett, Anne Hampton, Wade Hamilton, Mrs. Fitzpatrick, Katie Colum O'Hara, Lord Fenton, Suellen, Aunt Pittypat]","[Historical Fiction, Fiction, Romance, Classics, Historical]",2233.0,29.0,896.0,"[11381, 11473, 13184, 6983, 3548]",3.43,1991-09-01,0.0,16.0,3548.0,6983.0,13184.0,11473.0,11381.0,46569.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
680,Schindler's List,tt0108052,http://www.imdb.com/title/tt0108052/,22000000,96045248,656636.0,1994-02-04,"
Man Booker Prize (1982), Los Angeles Times Book Prize for Fiction (1983)
",Schindler's List,"[Oskar Schindler, Amon Leopold Göth]","[History, Nonfiction, Classics, World War II, Holocaust, War]",1484.0,128.0,429.0,"[57999, 35926, 12599, 2302, 1215]",4.34,1982-10-18,2.0,2.0,1215.0,2302.0,12599.0,35926.0,57999.0,110041.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4127 days 00:00:00.000000000
681,See Jane Run,tt1059828,http://www.imdb.com/title/tt1059828/,,,,2007-10-09,,See Jane Run,[],"[Mystery, Thriller, Fiction, Suspense, Thriller, Mystery Thriller]",394.0,44.0,416.0,"[1676, 2144, 1340, 300, 79]",3.91,1991-12-13,0.0,0.0,79.0,300.0,1340.0,2144.0,1676.0,5539.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5779 days 00:00:00.000000000
682,Semi-Tough,tt0078227,http://www.imdb.com/title/tt0078227/,,37187139,,,,Semi-Tough,[],"[Sports and Games, Sports, Fiction, Humor, Football, Modern]",33.0,9.0,318.0,"[236, 276, 202, 48, 13]",3.87,1972-12-13,0.0,0.0,13.0,48.0,202.0,276.0,236.0,775.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
