Forrest Gump	tt0109830	http://www.imdb.com/title/tt0109830/business	55000000	557683	24450602	6 July 1994
Never Let Me Go	tt1334260	http://www.imdb.com/title/tt1334260/business	15000000	2434652	111734	15 October 2010
The Book Thief	tt0816442	http://www.imdb.com/title/tt0816442/business	19000000	21483154	4864861	27 November 2013
The Sum of All Fears	tt0164184	http://www.imdb.com/title/tt0164184/business	68000000	118471320	31178526	31 May 2002
The Borrowers	tt0118755	http://www.imdb.com/title/tt0118755/business	29000000	22359293	6075079	13 February 1998
A Christmas Carol	tt1067106	http://www.imdb.com/title/tt1067106/business	200000000	137850096	30051075	6 November 2009
Love Story	tt0066011	http://www.imdb.com/title/tt0066011/business	2200000	31762813		16 December 1970
Smilla's Sense of Snow	tt0120152	http://www.imdb.com/title/tt0120152/business	35000000	2221994	107108	28 February 1997
Q & A	tt0084556	http://www.imdb.com/title/tt0084556/business	1200000			29 October 1982
Stormbreaker	tt0457495	http://www.imdb.com/title/tt0457495/business	40000000	652526	215177	13 October 2006
Papillon	tt0070511	http://www.imdb.com/title/tt0070511/business	12000000	53267000		
The Stepford Wives	tt0327162	http://www.imdb.com/title/tt0327162/business	90000000	59475623	21406781	11 June 2004
The Perks of Being a Wallflower	tt1659337	http://www.imdb.com/title/tt1659337/business	13000000	17738570	228359	12 October 2012
Even Cowgirls Get the Blues	tt0106834	http://www.imdb.com/title/tt0106834/business	8000000	1710000		20 May 1994
The Tommyknockers	tt0106156	http://www.imdb.com/title/tt0106156/business	12000000			
Cannery Row	tt0083717	http://www.imdb.com/title/tt0083717/business		2638311	1500000	12 February 1982
The Last Unicorn	tt0084237	http://www.imdb.com/title/tt0084237/business		6455530	2250000	19 November 1982
The Sword in the Stone	tt0057546	http://www.imdb.com/title/tt0057546/business		12000000	1751997	25 December 1963
About a Boy	tt0276751	http://www.imdb.com/title/tt0276751/business	30000000	40566655	8557630	17 May 2002
Strip Tease	tt0186584	http://www.imdb.com/title/tt0186584/business				
Neverwhere	tt0115288	http://www.imdb.com/title/tt0115288/business				
Like Water for Chocolate	tt0103994	http://www.imdb.com/title/tt0103994/business	2000000	21665500		28 May 1993
The Accidental Tourist	tt0094606	http://www.imdb.com/title/tt0094606/business		32632093	97578	6 January 1989
The Black Cauldron	tt0088814	http://www.imdb.com/title/tt0088814/business	44000000	21288692	4180110	
Black Beauty	tt0109279	http://www.imdb.com/title/tt0109279/business		4630377		29 July 1994
The Chamber	tt0115862	http://www.imdb.com/title/tt0115862/business	50000000	14402821	5612095	11 October 1996
The Black Dahlia	tt0387877	http://www.imdb.com/title/tt0387877/business	50000000	22518325	10005895	15 September 2006
Animal Farm	tt0047834	http://www.imdb.com/title/tt0047834/business				
The Postman	tt0119925	http://www.imdb.com/title/tt0119925/business	80000000	17593391	5260324	25 December 1997
300	tt0416449	http://www.imdb.com/title/tt0416449/business	65000000	210614939	70885301	9 March 2007
Insurgent	tt2908446	http://www.imdb.com/title/tt2908446/business	110000000	129995817	52263680	20 March 2015
Mary Poppins	tt0058331	http://www.imdb.com/title/tt0058331/business	6000000	9396754		
Battle Royale	tt0266308	http://www.imdb.com/title/tt0266308/business	4500000			
The Odyssey	tt0118414	http://www.imdb.com/title/tt0118414/business	40000000			
The Dead Zone	tt0085407	http://www.imdb.com/title/tt0085407/business	10000000	20766000	4556083	21 October 1983
The First Wives Club	tt0116313	http://www.imdb.com/title/tt0116313/business	26000000	105444419	18913411	20 September 1996
Absolute Power	tt0118548	http://www.imdb.com/title/tt0118548/business	50000000	50007168	16770220	14 February 1997
Life of Pi	tt0454876	http://www.imdb.com/title/tt0454876/business	120000000	124987023	22451514	21 November 2012
Out of Africa	tt0089755	http://www.imdb.com/title/tt0089755/business	31000000	87100000	3637290	20 December 1985
Under the Tuscan Sun	tt0328589	http://www.imdb.com/title/tt0328589/business	18000000	43610723	9751425	26 September 2003
Waiting to Exhale	tt0114885	http://www.imdb.com/title/tt0114885/business	16000000	67052156		22 December 1995
Mockingjay	tt1951265	http://www.imdb.com/title/tt1951265/business	125000000	337135885	121897634	21 November 2014
Anne of Green Gables	tt0088727	http://www.imdb.com/title/tt0088727/business				
Dances with Wolves	tt0099348	http://www.imdb.com/title/tt0099348/business	22000000	184208848	598257	21 November 1990
The Giver	tt0435651	http://www.imdb.com/title/tt0435651/business	25000000	43838601		15 August 2014
One Day	tt1563738	http://www.imdb.com/title/tt1563738/business	15000000	13766014	5079566	19 August 2011
Little Men	tt4919484	http://www.imdb.com/title/tt4919484/business	2000000	693846	30368	
Ice Station Zebra	tt0063121	http://www.imdb.com/title/tt0063121/business	8000000			23 October 1968
Schindler's List	tt0108052	http://www.imdb.com/title/tt0108052/business	22000000	96045248	656636	4 February 1994
The Lucky One	tt1327194	http://www.imdb.com/title/tt1327194/business	25000000	60457138	22518358	20 April 2012
Johnny Tremain	tt0050567	http://www.imdb.com/title/tt0050567/business				19 June 1957
Valley of the Dolls	tt0062430	http://www.imdb.com/title/tt0062430/business	5000000	44432255		
Gone, Baby, Gone	tt0452623	http://www.imdb.com/title/tt0452623/business	19000000	20300218	5501406	19 October 2007
A Tree Grows in Brooklyn	tt0038190	http://www.imdb.com/title/tt0038190/business				
Possession	tt0082933	http://www.imdb.com/title/tt0082933/business		1113538	234258	28 October 1983
The Girl Who Kicked the Hornet's Nest	tt1343097	http://www.imdb.com/title/tt1343097/business		5186974	915000	12 November 2010
Sleepers	tt0117665	http://www.imdb.com/title/tt0117665/business	44000000	53300852	12305745	18 October 1996
The Swiss Family Robinson	tt0073775	http://www.imdb.com/title/tt0073775/business				15 April 1975
Shiloh	tt0120118	http://www.imdb.com/title/tt0120118/business		1002175	115710	25 April 1997
Ender's Game	tt1731141	http://www.imdb.com/title/tt1731141/business	110000000	61737191	27017351	1 November 2013
A Tale of Two Cities	tt0027075	http://www.imdb.com/title/tt0027075/business				25 December 1935
The Girl Who Played with Fire	tt1216487	http://www.imdb.com/title/tt1216487/business		6942564	904998	27 August 2010
Trainspotting	tt0117951	http://www.imdb.com/title/tt0117951/business	3500000	16501785	262000	9 August 1996
Hogfather	tt0765458	http://www.imdb.com/title/tt0765458/business				
The Vampire's Assistant	tt0450405	http://www.imdb.com/title/tt0450405/business	40000000	13698390	6293205	23 October 2009
Night Watch	tt0403358	http://www.imdb.com/title/tt0403358/business	4200000	1487477	106425	3 March 2006
Tara Road	tt0429153	http://www.imdb.com/title/tt0429153/business				
Solaris	tt0307479	http://www.imdb.com/title/tt0307479/business	47000000	14970038	6752722	27 November 2002
No Country For Old Men	tt0477348	http://www.imdb.com/title/tt0477348/business	25000000	74273505	1226333	21 November 2007
We Need to Talk About Kevin	tt1242460	http://www.imdb.com/title/tt1242460/business	7000000	1738692	42245	
Star Wars: Episode III - Revenge of the Sith	tt0121766	http://www.imdb.com/title/tt0121766/business	113000000	380262555	108435841	19 May 2005
Sarah's Key	tt1668200	http://www.imdb.com/title/tt1668200/business		7691700	115708	22 July 2011
Tess of the D'Urbervilles	tt1186342	http://www.imdb.com/title/tt1186342/business				
Madeline	tt0123987	http://www.imdb.com/title/tt0123987/business		29767901	6414668	10 July 1998
The 39 Steps	tt0026029	http://www.imdb.com/title/tt0026029/business				1 August 1935
Requiem for a Dream	tt0180093	http://www.imdb.com/title/tt0180093/business	4500000	3609278	64770	15 December 2000
The Prestige	tt0482571	http://www.imdb.com/title/tt0482571/business	40000000	53089891	14801808	20 October 2006
Jaws	tt0073195	http://www.imdb.com/title/tt0073195/business	8000000	26860259	7061513	20 June 1975
A Ring of Endless Light	tt0282123	http://www.imdb.com/title/tt0282123/business				
The Remains of the Day	tt0107943	http://www.imdb.com/title/tt0107943/business	15000000	22954968	1500000	19 November 1993
The Alchemist	tt0088691	http://www.imdb.com/title/tt0088691/business				March 1986
Empire of the Sun	tt0092965	http://www.imdb.com/title/tt0092965/business	35000000	22238696	1314509	25 December 1987
Ethan Frome	tt0106833	http://www.imdb.com/title/tt0106833/business		296081		12 March 1993
A Civil Action	tt0120633	http://www.imdb.com/title/tt0120633/business	75000000	56702901	15163484	8 January 1999
Island of the Blue Dolphins	tt0058241	http://www.imdb.com/title/tt0058241/business				10 September 1964
It's Kind of a Funny Story	tt0804497	http://www.imdb.com/title/tt0804497/business	8000000	6350058	2013406	8 October 2010
The Human Stain	tt0308383	http://www.imdb.com/title/tt0308383/business	30000000	5381227	1034195	31 October 2003
Breakfast of Champions	tt0120618	http://www.imdb.com/title/tt0120618/business	12000000	175370	42326	
What Dreams May Come	tt0120889	http://www.imdb.com/title/tt0120889/business	85000000	55350897	15833592	2 October 1998
From Hell	tt0120681	http://www.imdb.com/title/tt0120681/business	35000000	31598308	11014818	19 October 2001
The Last Temptation of Christ	tt0095497	http://www.imdb.com/title/tt0095497/business	7000000	56000	401211	
Push	tt0465580	http://www.imdb.com/title/tt0465580/business	38000000	31806100	10079109	6 February 2009
A Thousand Acres	tt0120323	http://www.imdb.com/title/tt0120323/business		7928412	2931762	19 September 1997
East of Eden	tt0048028	http://www.imdb.com/title/tt0048028/business				10 April 1955
The General's Daughter	tt0144214	http://www.imdb.com/title/tt0144214/business	95000000	102678089	22332053	18 June 1999
The Woman in White	tt0137279	http://www.imdb.com/title/tt0137279/business				
Big Trouble	tt0246464	http://www.imdb.com/title/tt0246464/business	40000000	7262288	3545204	5 April 2002
Abraham Lincoln: Vampire Hunter	tt1611224	http://www.imdb.com/title/tt1611224/business	69000000	37516013	16306974	22 June 2012
Ordinary People	tt0081283	http://www.imdb.com/title/tt0081283/business	6000000	54766923		
The Maltese Falcon	tt0033870	http://www.imdb.com/title/tt0033870/business	375000	1772000		18 October 1941
Vanity Fair	tt0241025	http://www.imdb.com/title/tt0241025/business	23000000	16136476	6268925	1 September 2004
Diary of a Wimpy Kid	tt1196141	http://www.imdb.com/title/tt1196141/business	15000000	64001297	22126166	19 March 2010
Revolutionary Road	tt0959337	http://www.imdb.com/title/tt0959337/business	35000000	22911480	189911	23 January 2009
Wonder Boys	tt0185014	http://www.imdb.com/title/tt0185014/business	55000000	19389454	87505	25 February 2000
The Clique	tt1059905	http://www.imdb.com/title/tt1059905/business				
Sex and the City	tt1000774	http://www.imdb.com/title/tt1000774/business	65000000	152647258	56848056	30 May 2008
On the Road	tt0337692	http://www.imdb.com/title/tt0337692/business	25000000	717753		
Casino Royale	tt0381061	http://www.imdb.com/title/tt0381061/business	150000000	167445960	40833156	17 November 2006
Avatar: The Last Airbender	tt0417299	http://www.imdb.com/title/tt0417299/business				
The Funhouse	tt0082427	http://www.imdb.com/title/tt0082427/business		2765456	2765456	13 March 1981
Moll Flanders	tt0117071	http://www.imdb.com/title/tt0117071/business		3363968	955606	14 June 1996
Sahara	tt0318649	http://www.imdb.com/title/tt0318649/business	130000000	68642452	18068372	8 April 2005
Mrs. Dalloway	tt0119723	http://www.imdb.com/title/tt0119723/business		3263672	90127	20 February 1998
Warm Bodies	tt1588173	http://www.imdb.com/title/tt1588173/business	35000000	66359959	20353967	1 February 2013
The Pact	tt2040560	http://www.imdb.com/title/tt2040560/business	400000	7200000		
Curious George	tt0381971	http://www.imdb.com/title/tt0381971/business	50000000	58336565	14703405	10 February 2006
The Little Prince	tt1754656	http://www.imdb.com/title/tt1754656/business	81200000	1339152		5 August 2016
The Martian	tt3659388	http://www.imdb.com/title/tt3659388/business	108000000	228430993	54308575	2 October 2015
Tai-Pan	tt0092042	http://www.imdb.com/title/tt0092042/business	25000000	3986171	1863469	7 November 1986
Sophie's Choice	tt0084707	http://www.imdb.com/title/tt0084707/business	12000000	19962353	202131	4 March 1983
Cloud Atlas	tt1371111	http://www.imdb.com/title/tt1371111/business	102000000	27108272	9612247	26 October 2012
Ghost World	tt0162346	http://www.imdb.com/title/tt0162346/business	7000000	6200756	98791	21 September 2001
Gone Girl	tt2267998	http://www.imdb.com/title/tt2267998/business	61000000	167735396	37513109	3 October 2014
The Lost Symbol	tt1529272	http://www.imdb.com/title/tt1529272/business				
Horns	tt1528071	http://www.imdb.com/title/tt1528071/business		174	107544	3 October 2014
Norwegian Wood	tt1270842	http://www.imdb.com/title/tt1270842/business		13068	13068	
What's Eating Gilbert Grape	tt0108550	http://www.imdb.com/title/tt0108550/business	11000000	9170214		4 March 1994
Thank You for Smoking	tt0427944	http://www.imdb.com/title/tt0427944/business	6500000	24792061	262923	14 April 2006
A Kiss Before Dying	tt0102220	http://www.imdb.com/title/tt0102220/business		15429177	4348165	26 April 1991
The Wild Things	tt0386117	http://www.imdb.com/title/tt0386117/business	100000000	77222184	32695407	16 October 2009
Not Without My Daughter	tt0102555	http://www.imdb.com/title/tt0102555/business		14789113		11 January 1991
Primal Fear	tt0117381	http://www.imdb.com/title/tt0117381/business	30000000	56059267	9900000	3 April 1996
Fantastic Mr. Fox	tt0432283	http://www.imdb.com/title/tt0432283/business	40000000	21002919	6965267	25 November 2009
The Day of the Triffids	tt0055894	http://www.imdb.com/title/tt0055894/business	750000			27 April 1963
Scarlett	tt0108915	http://www.imdb.com/title/tt0108915/business	40000000			
The Jane Austen Book Club	tt0866437	http://www.imdb.com/title/tt0866437/business		3573870		5 October 2007
Les Liaisons dangereuses	tt0053002	http://www.imdb.com/title/tt0053002/business				18 December 1961
Outlander	tt0462465	http://www.imdb.com/title/tt0462465/business	50000000	160641	59581	
Ring	tt0289424	http://www.imdb.com/title/tt0289424/business		1533116		
The Heart is a Lonely Hunter	tt0063050	http://www.imdb.com/title/tt0063050/business	2000000			31 July 1968
The Basketball Diaries	tt0112461	http://www.imdb.com/title/tt0112461/business		2424439		21 April 1995
The Constant Gardener	tt0387131	http://www.imdb.com/title/tt0387131/business		33579797	10961311	31 August 2005
The Sheltering Sky	tt0100594	http://www.imdb.com/title/tt0100594/business	25000000	2075084	82753	12 December 1990
Safe Haven	tt1702439	http://www.imdb.com/title/tt1702439/business	28000000	71346930	21401594	14 February 2013
Smiley's People	tt0083480	http://www.imdb.com/title/tt0083480/business				
The Good German	tt0452624	http://www.imdb.com/title/tt0452624/business	32000000	1308696	76817	19 January 2007
A Girl of the Limberlost	tt0099662	http://www.imdb.com/title/tt0099662/business				
Summer of the Monkeys	tt0128648	http://www.imdb.com/title/tt0128648/business		22500	3391	30 October 1998
Intensity	tt0118350	http://www.imdb.com/title/tt0118350/business				
I Am Legend	tt0480249	http://www.imdb.com/title/tt0480249/business	150000000	256386216	77211321	14 December 2007
Lost Horizon	tt0029162	http://www.imdb.com/title/tt0029162/business	4000000			1 September 1937
Charly	tt0062794	http://www.imdb.com/title/tt0062794/business				23 September 1968
Prozac Nation	tt0236640	http://www.imdb.com/title/tt0236640/business	9000000			
The Quiet American	tt0258068	http://www.imdb.com/title/tt0258068/business	30000000	12987647	63574	7 March 2003
Exodus	tt0053804	http://www.imdb.com/title/tt0053804/business	4000000	18966000		
The Age of Innocence	tt0106226	http://www.imdb.com/title/tt0106226/business	30000000	32000000		1 October 1993
The Velveteen Rabbit	tt0974662	http://www.imdb.com/title/tt0974662/business	5500000	143715	92536	March 2012
Seven Years in Tibet	tt0120102	http://www.imdb.com/title/tt0120102/business	70000000	37901509	10066508	10 October 1997
The BFG	tt3691740	http://www.imdb.com/title/tt3691740/business	140000000	55483770	19584969	1 July 2016
The Legend of Sleepy Hollow	tt0051850	http://www.imdb.com/title/tt0051850/business				1949
The Rules of Attraction	tt0292644	http://www.imdb.com/title/tt0292644/business	4000000	6532619	2532410	11 October 2002
The Deep End of the Ocean	tt0120646	http://www.imdb.com/title/tt0120646/business	38000000	13376506	5558400	12 March 1999
Good in Bed	tt0969356	http://www.imdb.com/title/tt0969356/business				
The Celestine Prophecy	tt0398842	http://www.imdb.com/title/tt0398842/business	10000000	615752	25297	
The Last Wish	tt2002832	http://www.imdb.com/title/tt2002832/business	2000			August 2012
For Whom the Bell Tolls	tt0035896	http://www.imdb.com/title/tt0035896/business	3000000	17800000		
Jude the Obscure	tt0066674	http://www.imdb.com/title/tt0066674/business				
A Year in Provence	tt0108993	http://www.imdb.com/title/tt0108993/business				
The Witches of Eastwick	tt0094332	http://www.imdb.com/title/tt0094332/business	22000000	63766510		12 June 1987
Montana Sky	tt0860467	http://www.imdb.com/title/tt0860467/business	CAD4000000			
I Capture the Castle	tt0300015	http://www.imdb.com/title/tt0300015/business	8000000	1174139	51970	8 August 2003
Just Listen	tt4725074	http://www.imdb.com/title/tt4725074/business	1000			15 June 2015
A Simple Plan	tt0120324	http://www.imdb.com/title/tt0120324/business	30000000	16311763	3422072	22 January 1999
Gorky Park	tt0085615	http://www.imdb.com/title/tt0085615/business		15900000		16 December 1983
Gulliver's Travels	tt1320261	http://www.imdb.com/title/tt1320261/business	112000000	42776259	6307691	25 December 2010
Daddy-Long-Legs	tt0010040	http://www.imdb.com/title/tt0010040/business				11 May 1919
Endless Love	tt2318092	http://www.imdb.com/title/tt2318092/business	20000000	23393765	15059000	14 February 2014
Fifty Shades of Grey	tt2322441	http://www.imdb.com/title/tt2322441/business	40000000	166167230	94395000	13 February 2015
Veronika Decides to Die	tt1068678	http://www.imdb.com/title/tt1068678/business	9000000	170702	90455	20 January 2015
Something Borrowed	tt0491152	http://www.imdb.com/title/tt0491152/business	35000000	39026186	13945368	6 May 2011
The Body	tt1937149	http://www.imdb.com/title/tt1937149/business				
Youth in Revolt	tt0403702	http://www.imdb.com/title/tt0403702/business	18000000	15281286	6888334	8 January 2010
Candy	tt0424880	http://www.imdb.com/title/tt0424880/business		44720	3646	
Neuromancer	tt0379907	http://www.imdb.com/title/tt0379907/business				
All Quiet on the Western Front	tt0020629	http://www.imdb.com/title/tt0020629/business	1448864	3270000		24 August 1930
Doctor No	tt2203888	http://www.imdb.com/title/tt2203888/business				
In the Time of the Butterflies	tt0263467	http://www.imdb.com/title/tt0263467/business				
The Black Stallion	tt0078872	http://www.imdb.com/title/tt0078872/business	2700000	37799643		17 October 1979
Pictures of Hollis Woods	tt1057512	http://www.imdb.com/title/tt1057512/business				
Moby-Dick	tt4144914	http://www.imdb.com/title/tt4144914/business				29 October 2013
Phantoms	tt0119891	http://www.imdb.com/title/tt0119891/business		5657370	3065951	23 January 1998
Beaches	tt0094715	http://www.imdb.com/title/tt0094715/business		57041866	5160258	13 January 1989
Pay It Forward	tt0223897	http://www.imdb.com/title/tt0223897/business	40000000	33508922	9631359	20 October 2000
The Hunchback of Notre-Dame	tt0787031	http://www.imdb.com/title/tt0787031/business				
Terms of Endearment	tt0086425	http://www.imdb.com/title/tt0086425/business	8000000	105237012	3498813	9 December 1983
The House of Mirth	tt0200720	http://www.imdb.com/title/tt0200720/business	10000000	3041803	45039	
Blue Smoke	tt0893397	http://www.imdb.com/title/tt0893397/business				
The Juror	tt0116731	http://www.imdb.com/title/tt0116731/business	44000000	22754725		2 February 1996
A Scanner Darkly	tt0405296	http://www.imdb.com/title/tt0405296/business	8700000	5501616	391672	28 July 2006
Bartleby the Scrivener	tt1896718	http://www.imdb.com/title/tt1896718/business				
Snow Flower and the Secret Fan	tt1541995	http://www.imdb.com/title/tt1541995/business	6000000	1348205	134005	
White Fang	tt0103247	http://www.imdb.com/title/tt0103247/business	14000000	34793160	5640712	18 January 1991
Patriot Games	tt0105112	http://www.imdb.com/title/tt0105112/business	45000000	83287363	18511191	5 June 1992
A Beautiful Mind	tt0268978	http://www.imdb.com/title/tt0268978/business	58000000	170708996	2501096	4 January 2002
Doctor Zhivago	tt0059113	http://www.imdb.com/title/tt0059113/business	11000000	111721910		31 December 1965
Factotum	tt0417658	http://www.imdb.com/title/tt0417658/business	1000000	808221	59212	
On the Beach	tt0053137	http://www.imdb.com/title/tt0053137/business	2900000	11000000		17 December 1959
How to Train Your Dragon	tt0892769	http://www.imdb.com/title/tt0892769/business	165000000	217581231	43732319	26 March 2010
Red Riding Hood	tt1486185	http://www.imdb.com/title/tt1486185/business	42000000	37652565	14005335	11 March 2011
Goldfinger	tt0058150	http://www.imdb.com/title/tt0058150/business	3000000	51081062		9 January 1965
The Merchant of Venice	tt0379889	http://www.imdb.com/title/tt0379889/business	18000000	3752725	69868	18 February 2005
The Last Picture Show	tt0067328	http://www.imdb.com/title/tt0067328/business	1300000	29133000		22 October 1971
A Room with a View	tt0091867	http://www.imdb.com/title/tt0091867/business	3000000	15905912	42970	
Plain Truth	tt0420075	http://www.imdb.com/title/tt0420075/business				
A Good Year	tt0401445	http://www.imdb.com/title/tt0401445/business	35000000	7458269	3721526	10 November 2006
The Sand Pebbles	tt0060934	http://www.imdb.com/title/tt0060934/business	12000000	30017647		20 December 1966
I Love You, Beth Cooper	tt1032815	http://www.imdb.com/title/tt1032815/business	18000000	14793904	4919433	10 July 2009
Freckles	tt0053837	http://www.imdb.com/title/tt0053837/business				
Eugene Onegin	tt0939609	http://www.imdb.com/title/tt0939609/business				
Desperation	tt0129871	http://www.imdb.com/title/tt0129871/business	12000000			
Tell No One	tt0362225	http://www.imdb.com/title/tt0362225/business		6177192	169707	8 August 2008
The Ruby in the Smoke	tt1587299	http://www.imdb.com/title/tt1587299/business				
The Executioner's Song	tt0083909	http://www.imdb.com/title/tt0083909/business				
Point of Impact	tt0107842	http://www.imdb.com/title/tt0107842/business				
The Secret	tt0846789	http://www.imdb.com/title/tt0846789/business				
Moonraker	tt0079574	http://www.imdb.com/title/tt0079574/business	34000000	7108344	7108344	29 June 1979
Brick Lane	tt0940585	http://www.imdb.com/title/tt0940585/business		1094998	47124	11 July 2008
Hoot	tt0453494	http://www.imdb.com/title/tt0453494/business	15000000	8080116	3368197	5 May 2006
If I Stay	tt1355630	http://www.imdb.com/title/tt1355630/business	11000000	49128389		22 August 2014
Raise the Titanic!	tt0081400	http://www.imdb.com/title/tt0081400/business	36000000	7000000		1 August 1980
A Bend in the Road	tt2235532	http://www.imdb.com/title/tt2235532/business				
Of Love and Shadows	tt0110712	http://www.imdb.com/title/tt0110712/business		19710	6357	10 May 1996
The Milagro Beanfield War	tt0095638	http://www.imdb.com/title/tt0095638/business	22000000	13825794		18 March 1988
The Call of the Wild	tt0069197	http://www.imdb.com/title/tt0069197/business				March 1975
Fatherland	tt0109779	http://www.imdb.com/title/tt0109779/business				
Thunderball	tt0059800	http://www.imdb.com/title/tt0059800/business	9000000	63595658		22 December 1965
Donnie Brasco	tt0119008	http://www.imdb.com/title/tt0119008/business	35000000	41954997	11660216	28 February 1997
A Home at the End of the World	tt0359423	http://www.imdb.com/title/tt0359423/business	6500000	1029872	64728	
The Jungle Book	tt3040964	http://www.imdb.com/title/tt3040964/business	175000000	363995937	103261464	15 April 2016
Diamonds Are Forever	tt0066995	http://www.imdb.com/title/tt0066995/business	7200000	43819547		17 December 1971
The Men Who Stare at Goats	tt1234548	http://www.imdb.com/title/tt1234548/business	25000000	32416109	12706654	6 November 2009
The Stranger	tt0038991	http://www.imdb.com/title/tt0038991/business				25 May 1946
Harriet the Spy	tt0116493	http://www.imdb.com/title/tt0116493/business	13000000	26539321	9580000	10 July 1996
The Phantom Tollbooth	tt0064806	http://www.imdb.com/title/tt0064806/business				
See Jane Run	tt1059828	http://www.imdb.com/title/tt1059828/business				9 October 2007
The Ugly Truth	tt1142988	http://www.imdb.com/title/tt1142988/business	38000000	88915214	27605576	24 July 2009
The Body in the Library	tt0088833	http://www.imdb.com/title/tt0088833/business				
Death on the Nile	tt0077413	http://www.imdb.com/title/tt0077413/business	7920000	14560084		29 September 1978
Devil in a Blue Dress	tt0112857	http://www.imdb.com/title/tt0112857/business	27000000	16030096		29 September 1995
The Adventures of Sherlock Holmes	tt0086661	http://www.imdb.com/title/tt0086661/business				
L.A. Confidential	tt0119488	http://www.imdb.com/title/tt0119488/business	35000000	64604977	5211198	19 September 1997
Underworld	tt0320691	http://www.imdb.com/title/tt0320691/business	22000000	51970690	21753759	19 September 2003
Marathon Man	tt0074860	http://www.imdb.com/title/tt0074860/business	6500000	21709020		8 October 1976
Planet of the Apes	tt0133152	http://www.imdb.com/title/tt0133152/business	100000000	180011740	68532960	27 July 2001
Naked Lunch	tt0102511	http://www.imdb.com/title/tt0102511/business	16000000	2541541		
I Hope They Serve Beer in Hell	tt1220628	http://www.imdb.com/title/tt1220628/business		1425993	366909	25 September 2009
Snow White & the Huntsman	tt1854513	http://www.imdb.com/title/tt1854513/business		218845	25264	
Tinker, Tailor, Soldier, Spy	tt1340800	http://www.imdb.com/title/tt1340800/business		24149393	310562	6 January 2012
The Last of the Mohicans	tt0104691	http://www.imdb.com/title/tt0104691/business	40000000	75505856	10976661	25 September 1992
The Outsider	tt2198241	http://www.imdb.com/title/tt2198241/business	4000000			11 March 2014
Disclosure	tt0109635	http://www.imdb.com/title/tt0109635/business	55000000	83015089	10068126	9 December 1994
Pinocchio	tt0032910	http://www.imdb.com/title/tt0032910/business	2600000	18863559	3769251	23 February 1940
Clockers	tt0112688	http://www.imdb.com/title/tt0112688/business	25000000	13040603		13 September 1995
The Chocolate War	tt0094869	http://www.imdb.com/title/tt0094869/business		303624		18 November 1988
Looking for Alibrandi	tt0217629	http://www.imdb.com/title/tt0217629/business				
Live and Let Die	tt0070328	http://www.imdb.com/title/tt0070328/business	7000000	35377836		27 June 1973
Paper Towns	tt3622592	http://www.imdb.com/title/tt3622592/business	12000000	31990064	12650140	24 July 2015
To Sir, With Love	tt0062376	http://www.imdb.com/title/tt0062376/business	640000	42432803		14 June 1967
The Night Listener	tt0448075	http://www.imdb.com/title/tt0448075/business	4000000	7825820	3554134	4 August 2006
The 5th Wave	tt2304933	http://www.imdb.com/title/tt2304933/business	38000000	34912982	10326356	22 January 2016
The Jungle Book	tt3040964	http://www.imdb.com/title/tt3040964/business	175000000	363995937	103261464	15 April 2016
Pygmalion	tt0030637	http://www.imdb.com/title/tt0030637/business	350000			3 March 1939
Me Before You	tt2674426	http://www.imdb.com/title/tt2674426/business	20000000	56154094	18723269	3 June 2016
Avalon High	tt1614950	http://www.imdb.com/title/tt1614950/business				
You Only Live Twice	tt0062512	http://www.imdb.com/title/tt0062512/business	9500000	43084787		13 June 1967
Wanted	tt0493464	http://www.imdb.com/title/tt0493464/business	75000000	332816	217432	27 June 2008
The Far Pavilions	tt0086711	http://www.imdb.com/title/tt0086711/business				
House	tt0412142	http://www.imdb.com/title/tt0412142/business				
The Spy Who Loved Me	tt0076752	http://www.imdb.com/title/tt0076752/business	14000000	1539734	1347927	3 August 1977
Heart of Darkness	tt0110002	http://www.imdb.com/title/tt0110002/business				
The Woman in Black	tt1596365	http://www.imdb.com/title/tt1596365/business	17000000	54322273	20874072	3 February 2012
Storm Front	tt2882128	http://www.imdb.com/title/tt2882128/business	30000			2 November 2007
The Lord of the Rings	tt0077869	http://www.imdb.com/title/tt0077869/business	4000000	30471420	626649	15 November 1978
Ask the Dust	tt0384814	http://www.imdb.com/title/tt0384814/business		742614	68779	
Blood And Gold	tt5303874	http://www.imdb.com/title/tt5303874/business				
From Here to Eternity	tt0045793	http://www.imdb.com/title/tt0045793/business	1650000	30500000		
Indiana Jones and the Temple of Doom	tt0087469	http://www.imdb.com/title/tt0087469/business	28000000	179870271	33936113	23 May 1984
Brideshead Revisited	tt0412536	http://www.imdb.com/title/tt0412536/business	20000000	6414563	339616	15 August 2008
Sideways	tt0375063	http://www.imdb.com/title/tt0375063/business	12000000	71502303	207042	21 January 2005
The Magus	tt0063260	http://www.imdb.com/title/tt0063260/business				10 December 1968
Lightning	tt0814255	http://www.imdb.com/title/tt0814255/business	95000000	88761720		12 February 2010
The Strange Case of Dr. Jekyll and Mr. Hyde	tt0062908	http://www.imdb.com/title/tt0062908/business				
World Without End	tt1878805	http://www.imdb.com/title/tt1878805/business				
Twenty Thousand Leagues Under the Sea	tt1562469	http://www.imdb.com/title/tt1562469/business				
Black Hawk Down	tt0265086	http://www.imdb.com/title/tt0265086/business	92000000	108638745	274347	18 January 2002
