1130,"Angel Sanctuary, Vol. 1"
1131,Founding Brothers: The Revolutionary Generation
1132,The Luzhin Defense
1133,Batman Forever: The Official Comic Adaptation of Motion Picture
1134,The Sea Wolf
1135,Arch of Triumph: A Novel of a Man Without a Country
1136,The Woman Destroyed
1137,"Astonishing X-Men, Vol. 1: Gifted"
1138,Texasville
1139,White Lies
1140,"Superman/Batman, Vol. 1: Public Enemies"
1141,Benjamin Franklin: An American Life
1142,The Great Escape
1143,The Ox-Bow Incident
1144,"Superman/Batman, Vol. 2: Supergirl"
1145,52 Pick Up
1146,All Night Long
1147,Batman: The Long Halloween
1148,The Big Bounce
1149,Hombre
1150,Ravished
1151,Arrowsmith
1152,The Blind Assassin
1153,Little Big Man
1154,One-Hit Wonder
1155,MADAME KITTY
1156,On Her Majesty's Secret Service
1157,The Crush
1158,Atlas Shrugged
1159,Mr. and Mrs. Bo Jo Jones
1160,The Dying Animal
1161,For Your Eyes Only
1162,Tank Girl
1163,Confessions Of A Dangerous Mind
1164,The Postman Always Rings Twice
1165,The Brass Bowl
1166,"Farewell, My Lovely"
1167,Gift of Gold
1168,Molly Make-Believe
1169,The Long Goodbye
1170,"Absolutely, Positively"
1171,Jonathan Strange & Mr Norrell
1172,Pollyanna
1173,The Grifters
1174,The Cater Street Hangman
1175,Double Indemnity
1176,Cash
1177,Trilby
1178,The Big Sleep
1179,Austenland
1180,The Mayor of Casterbridge
1181,The Diary of a Nobody
1182,The Tailor of Panama
1183,The Enchanted April
1184,The Russia House
1185,The Comedians
1186,Fanny Herself
1187,The Virginian: A Horseman of the Plains
1188,The Curious Case of Benjamin Button
1189,Of Human Bondage
1190,The Bridge of San Luis Rey
1191,Love Takes Wing
1192,Love Finds a Home
1193,Appaloosa
1194,Far from the Madding Crowd
1195,Bastard Out of Carolina
1196,Love's Unending Legacy
1197,The Devil's Arithmetic
1198,Love's Unfolding Dream
1199,Riding the Rap
1200,Confessions of an Ugly Stepsister
1201,Pronto
1202,Raylan
1203,The Hot Kid
1204,Rum Punch
1205,Be Cool
1206,Freaky Deaky
1207,Maximum Bob
1208,Cuba Libre
1209,The Princess Bride
1210,The Notebook
1211,The Devil Wears Prada
1212,The Lord of the Rings
1213,Stardust
1214,Fight Club
1215,Bridget Jones's Diary
1216,Forrest Gump
1217,"The Lion, the Witch, and the Wardrobe"
1218,A Walk to Remember
1219,The Princess Diaries
1220,Twilight
1221,The Fellowship of the Ring
1222,Pride and Prejudice
1223,The Wonderful Wizard of Oz
1224,The Godfather
1225,The Shining
1226,Chocolat
1227,Different Seasons
1228,Jurassic Park
1229,Charlie and the Chocolate Factory
1230,Interview with the Vampire
1231,Sex and the City
1232,The Two Towers
1233,Darkly Dreaming Dexter
1234,The Sisterhood of the Traveling Pants
1235,The Return of the King
1236,Jaws
1237,The Silence of the Lambs
1238,Howl's Moving Castle
1239,Holes
1240,Ella Enchanted
1241,"Girl, Interrupted"
1242,Bridge to Terabithia
1243,Atonement
1244,Romeo and Juliet
1245,Brokeback Mountain
1246,Harry Potter and the Order of the Phoenix
1247,The Bourne Identity
1248,V for Vendetta
1249,The Last of the Mohicans
1250,Sense and Sensibility
1251,Big Fish
1252,Practical Magic
1253,Do Androids Dream of Electric Sheep?
1254,Dracula
1255,Mary Poppins
1256,Jumanji
1257,Gone with the Wind
1258,The Phantom of the Opera
1259,Coraline
1260,About a Boy
1261,Prince Caspian
1262,A Clockwork Orange
1263,Tuck Everlasting
1264,Breakfast at Tiffany's
1265,Harry Potter and the Sorcerer's Stone
1266,P.S. I Love You
1267,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living"
1268,American Psycho
1269,Little Women
1270,The Children of Men
1271,Fried Green Tomatoes at the Whistle Stop Cafe
1272,High Fidelity
1273,Harry Potter and the Prisoner of Azkaban
1274,One Flew Over the Cuckoo's Nest
1275,The Time Traveler's Wife
1276,The Jane Austen Book Club
1277,Into the Wild
1278,Legally Blonde
1279,A Little Princess
1280,The Prestige
1281,The Color Purple
1282,The Bridges of Madison County
1283,Memoirs of a Geisha
1284,Casino Royale
1285,The English Patient
1286,New Moon
1287,Emma
1288,My Sister's Keeper
1289,Bridget Jones: The Edge of Reason
1290,The Green Mile
1291,Schindler's List
1292,2001: A Space Odyssey
1293,The Da Vinci Code
1294,The Hours
1295,Misery
1296,No Country For Old Men
1297,Carrie
1298,Anne of Green Gables
1299,The Painted Veil
1300,The Secret Garden
1301,Alice in Wonderland
1302,Cold Mountain
1303,The Curious Case of Benjamin Button
1304,Trainspotting
1305,Eragon
1306,The Firm
1307,Starship Troopers
1308,The Hunger Games
1309,The Lovely Bones
1310,The Perks of Being a Wallflower
1311,How the Grinch Stole Christmas!
1312,The Cider House Rules
1313,The Virgin Suicides
1314,Matilda
1315,In Her Shoes
1316,The Girl with the Dragon Tattoo
1317,The Joy Luck Club
1318,The Boy in the Striped Pajamas
1319,Dead Until Dark
1320,Confessions of a Shopaholic
1321,Harry Potter and the Goblet of Fire
1322,The Count of Monte Cristo
1323,To Kill a Mockingbird
1324,The Hobbit
1325,Harry Potter and the Chamber of Secrets
1326,Under the Tuscan Sun
1327,Harry Potter and the Half-Blood Prince
1328,The Great Gatsby
1329,Where the Heart Is
1330,Fear and Loathing in Las Vegas
1331,How to Train Your Dragon
1332,Inkheart
1333,Harry Potter and the Deathly Hallows
1334,Divergent
1335,Rosemary's Baby
1336,The Silver Linings Playbook
1337,Perfume: The Story of a Murderer
1338,Everything Is Illuminated
1339,A Christmas Carol
1340,Eaters of the Dead
1341,Mansfield Park
1342,Pay It Forward
1343,Marley and Me: Life and Love With the World's Worst Dog
1344,Nick & Norah's Infinite Playlist
1345,Dead Poets Society
1346,North and South
1347,A Room with a View
1348,Eclipse
1349,The Exorcist
1350,The Body
1351,The Remains of the Day
1352,Midnight in the Garden of Good and Evil: A Savannah Story
1353,Frankenstein
1354,Peter Pan
1355,Shoeless Joe
1356,Breaking Dawn
1357,The Awakening
1358,Heart of Darkness
1359,The Hunt for Red October
1360,Wuthering Heights
1361,The Crow
1362,The First Wives Club
1363,The Help
1364,MASH: A Novel About Three Army Doctors
1365,The Secret Life of Bees
1366,Rebecca
1367,Contact
1368,A Beautiful Mind
1369,"Eat, Pray, Love"
1370,Psycho
1371,The Talented Mr. Ripley
1372,Catch Me If You Can: The True Story of a Real Fake
1373,Planet of the Apes
1374,Ghost World
1375,Q & A
1376,Catching Fire
1377,The Bourne Supremacy
1378,Beastly
1379,Angels & Demons
1380,Dear John
1381,Of Mice and Men
1382,The Maze Runner
1383,Freaky Friday
1384,The Graduate
1385,Les Liaisons dangereuses
1386,The Bourne Ultimatum
1387,Like Water for Chocolate
1388,Persuasion
1389,The Namesake
1390,The Minority Report
1391,The War of the Worlds
1392,Mockingjay
1393,Water for Elephants
1394,Wanted
1395,A Time to Kill
1396,Dances with Wolves
1397,The Last Unicorn
1398,Stuart Little
1399,Hannibal
1400,Dolores Claiborne
1401,The Dead Zone
1402,The Constant Gardener
1403,Divine Secrets of the Ya-Ya Sisterhood
1404,Blood and Chocolate
1405,Out of Africa
1406,The Swiss Family Robinson
1407,The Polar Express
1408,Watchmen
1409,The Blind Side
1410,The Name of the Rose
1411,Life of Pi
1412,The Host
1413,The Neverending Story
1414,A River Runs Through It
1415,L.A. Confidential
1416,Never Let Me Go
1417,The Horse Whisperer
1418,Cheaper by the Dozen
1419,The Rules of Attraction
1420,The Nanny Diaries
1421,Lolita
1422,Charlotte's Web
1423,The Crucible
1424,The Orchid Thief: A True Story of Beauty and Obsession
1425,Warm Bodies
1426,Dune
1427,Great Expectations
1428,The Kite Runner
1429,The City of Ember
1430,The Scarlet Pimpernel
1431,The Last Song
1432,Kick-Ass
1433,The World According to Garp
1434,Braveheart
1435,300
1436,Rosencrantz and Guildenstern Are Dead
1437,The Right Stuff
1438,Let the Right One In
1439,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys
1440,Dearly Devoted Dexter
1441,The Scarlet Letter
1442,The Hitchhiker's Guide to the Galaxy
1443,Logan's Run
1444,Madame Doubtfire
1445,Empire of the Sun
1446,Much Ado About Nothing
1447,A Streetcar Named Desire
1448,Orlando
1449,The Reader
1450,To Have and Have Not
1451,The Fault in Our Stars
1452,Wonder Boys
1453,Timeline
1454,Running with Scissors
1455,Requiem for a Dream
1456,Beaches
1457,The Stepford Wives
1458,The Witches of Eastwick
1459,Cloudy With a Chance of Meatballs
1460,The Lightning Thief
1461,Deliverance
1462,Fantastic Mr. Fox
1463,The Rainmaker
1464,Shutter Island
1465,Speak
1466,Terms of Endearment
1467,What Dreams May Come
1468,A Stir of Echoes
1469,The Running Man
1470,The Taming of the Shrew
1471,Sophie's Choice
1472,The Thin Man
1473,Seabiscuit: An American Legend
1474,The Golden Compass
1475,The Hunchback of Notre-Dame
1476,Girl With a Pearl Earring
1477,Cujo
1478,White Oleander
1479,Shopgirl
1480,Love in the Time of Cholera
1481,The Motorcycle Diaries: Notes on a Latin American Journey
1482,Thank You for Smoking
1483,I Know What You Did Last Summer
1484,Close Encounters Of The Third Kind
1485,Less Than Zero
1486,Who Censored Roger Rabbit?
1487,The Bone Collector
1488,Sleeping with the Enemy
1489,Fletch
1490,The Big Sleep
1491,A Very Long Engagement
1492,Austenland
1493,A Single Man
1494,Little Children
1495,The Time Machine
1496,Something Borrowed
1497,Beowulf
1498,Snow Falling on Cedars
1499,Cloud Atlas
1500,A Game of Thrones
1501,Hoot
1502,Insurgent
1503,Alice's Adventures in Wonderland & Through the Looking-Glass
1504,Wizard's First Rule
1505,Babe: The Gallant Pig
1506,If I Stay
1507,Cold Comfort Farm
1508,Fahrenheit 451
1509,Somewhere In Time
1510,Chitty Chitty Bang Bang
1511,One Day
1512,The Voyage of the Dawn Treader
1513,Pygmalion & My Fair Lady
1514,Sideways
1515,The Prime of Miss Jean Brodie
1516,City of Bones
1517,The Maltese Falcon
1518,Red Dragon
1519,Naked Lunch
1520,Congo
1521,Lord of the Flies
1522,The Martian
1523,Harry Potter Boxset
1524,Jane Eyre
1525,James and the Giant Peach
1526,The Giver
1527,Northanger Abbey
1528,Out of Sight
1529,It
1530,The Natural
1531,The Book Thief
1532,True Grit
1533,Silk
1534,Ben-Hur: A Tale of the Christ
1535,The Mists of Avalon
1536,Gone Girl
1537,Ring
1538,"How My Private, Personal Journal Became a Bestseller"
1539,What's Eating Gilbert Grape
1540,The Runaway Jury
1541,Possession
1542,Being There
1543,If Only It Were True
1544,Cat on a Hot Tin Roof
1545,Riding in Cars with Boys: Confessions of a Bad Girl Who Makes Good
1546,The Struggle
1547,The Woman in Black
1548,House of Sand and Fog
1549,Bedknob and Broomstick
1550,The Bad Beginning
1551,"I, Robot"
1552,Must Love Dogs
1553,Ethan Frome
1554,Push
1555,Firestarter
1556,Doctor Zhivago
1557,The Andromeda Strain
1558,Legends of the Fall
1559,The Stand
1560,Jumper
1561,A History of Violence
1562,The Power of One
1563,Flipped
1564,The Road
1565,Harold and Maude
1566,Along Came a Spider
1567,Scarlett
1568,The Night of the Hunter
1569,Pinocchio
1570,Election
1571,The Age of Innocence
1572,Dark Reunion
1573,Primal Fear
1574,The Fury
1575,The Ultimate Gift
1576,Journey to the Center of the Earth
1577,Moby-Dick
1578,Extremely Loud and Incredibly Close
1579,The Commitments
1580,Whip It
1581,Up in the Air
1582,The Beach
1583,Skipping Christmas
1584,Bleak House
1585,The Incredible Journey
1586,Revolutionary Road
1587,Mystic River
1588,Wives and Daughters
1589,Cape Fear
1590,Battle Royale
1591,East of Eden
1592,Aquamarine
1593,The Pelican Brief
1594,First Blood
1595,The Whale Rider
1596,Nightfall
1597,Murder on the Orient Express
1598,Scott Pilgrim's Precious Little Life
1599,Donnie Brasco: My undercover life in the Mafia
1600,The Catcher in the Rye
1601,Rita Hayworth and Shawshank Redemption: A Story from Different Seasons
1602,Forrest Gump
1603,Pet Sematary
1604,The Hunger
1605,Oil!
1606,The Devil's Advocate
1607,A Good Year
1608,Gulliver's Travels
1609,Nothing Lasts Forever
1610,Beautiful Creatures
1611,Fantastic Voyage
1612,A Living Nightmare
1613,The 101 Dalmatians
1614,"Tomorrow, When the War Began"
1615,Goldfinger
1616,Drive
1617,Evening
1618,Princess Mia
1619,The Magic of Ordinary Days
1620,The Pursuit of Happyness
1621,The Best Exotic Marigold Hotel
1622,The Perfect Storm: A True Story of Men Against the Sea
1623,Mysterious Skin
1624,Asking for Trouble
1625,White Fang
1626,The Postman
1627,Ender's Game
1628,Moonraker
1629,The Strange Case of Dr. Jekyll and Mr. Hyde
1630,The Pillars of the Earth
1631,The Legend of Sleepy Hollow
1632,"Sweeney Todd; or, The String of Pearls"
1633,Corelli's Mandolin
1634,How I Live Now
1635,A Patch of Blue
1636,Howards End
1637,The Client
1638,The Love Letter
1639,Kiss the Girls
1640,The Inheritance
1641,The Snowman
1642,Sphere
1643,The Memory Keeper's Daughter
1644,Rising Sun
1645,Princess in Training
1646,The Death and Life of Charlie St. Cloud
1647,Slaughterhouse-Five
1648,The Vow: The Kim and Krickitt Carpenter Story
1649,Casino
1650,Diamonds Are Forever
1651,"30 Days of Night, Vol. 1"
1652,Where the Red Fern Grows
1653,Herbert West: Reanimator and Other Stories
1654,The House of the Spirits
1655,Moll Flanders
1656,Christine
1657,The Adventures of Tom Sawyer
1658,National Velvet
1659,The Spectacular Now
1660,The Tale of Despereaux
1661,World War Z: An Oral History of the Zombie War
1662,Live and Let Die
1663,Sarah's Key
1664,Before I Die
1665,The Amityville Horror
1666,Rumble Fish
1667,The Awakening / The Struggle
1668,The Ruins
1669,The Short-Timers
1670,Fast Times at Ridgemont High
1671,The Man Who Would Be King
1672,Dreamcatcher
1673,"I Love You Phillip Morris: A True Story of Life, Love, & Prison Breaks"
1674,Gorky Park
1675,The Prince of Tides
1676,A Passage to India
1677,Peyton Place
1678,Geek Charming
1679,Cosmos
1680,The Clique
1681,Fever Pitch
1682,The Lincoln Lawyer
1683,Pretty Little Liars
1684,The Basketball Diaries
1685,The Ice Storm
1686,Washington Square
1687,Gentlemen Prefer Blondes
1688,Sundays at Tiffany's
1689,"The Trouble Begins: A Box of Unfortunate Events, Books 1-3"
1690,"The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius and Betrayal"
1691,To Die for
1692,The DUFF: Designated Ugly Fat Friend
1693,The Road to Jerusalem
1694,K-Pax
1695,"Sin City, Vol. 4: That Yellow Bastard"
1696,Wild at Heart
1697,Catch-22
1698,Fingersmith
1699,From Here to Eternity
1700,The Ghost and Mrs. Muir
1701,We Need to Talk About Kevin
1702,From Russia With Love
1703,A Princess of Mars
1704,The Diving Bell and the Butterfly
1705,Sliver
1706,Madame Bovary
1707,The Thin Red Line
1708,Flicka
1709,The Fury / Dark Reunion
1710,Zodiac: The Shocking True Story of America's Most Elusive Serial Killer: The Shocking True Story of America's Most Bizarre Mass Murderer
1711,Falling Angel
1712,The Freedom Writers Diary
1713,Shiloh
1714,Get Shorty
1715,Around the World in Eighty Days
1716,The Lost World
1717,Eddie and the Cruisers
1718,Tim Burton's The Nightmare Before Christmas
1719,The Way We Live Now
1720,Where the Wild Things Are
1721,The Jungle Book
1722,The Full Monty
1723,The Thorn Birds
1724,The Last Temptation of Christ
1725,Confessions of an Ugly Stepsister
1726,Amadeus
1727,The Man in the Brown Suit
1728,The African Queen
1729,Tarzan of the Apes
1730,Ordinary People
1731,The Black Stallion
1732,Post Grad
1733,Lost in Translation
1734,The Three Musketeers
1735,"The Walking Dead, Vol. 01: Days Gone Bye"
1736,Six Days of the Condor
1737,Cool Hand Luke
1738,Red Riding Hood
1739,Winter's Bone
1740,Twelve Angry Men
1741,"I Love You, Beth Cooper"
1742,The Ultimate Hitchhiker's Guide to the Galaxy
1743,The Taking of Pelham One Two Three
1744,Confessions of a Teenage Drama Queen
1745,The Lost Boys
1746,The Invisible
1747,Breakfast on Pluto
1748,The Romantics
1749,The Slap
1750,The Shipping News
1751,Red Alert
1752,Leaving Las Vegas
1753,Winter's Tale
1754,Savages
1755,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
1756,A Prayer for Owen Meany
1757,Between a Rock and a Hard Place
1758,Under the Dome
1759,MirrorMask
1760,Story of O
1761,Ballet Shoes
1762,The Piano Teacher
1763,The Apple Dumpling Gang
1764,Paper Towns
1765,Horns
1766,The Handmaid's Tale
1767,Barry Lyndon
1768,I Am David
1769,"Two Past Midnight: Secret Window, Secret Garden"
1770,Murphy's Romance
1771,The Capture
1772,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time
1773,The Unbearable Lightness of Being
1774,Ivanhoe
1775,Eugene Onegin
1776,Vertigo
1777,The Minority Report: 18 Classic Stories
1778,Rodrick Rules
1779,The Secret Life of Walter Mitty
1780,Shining Through
1781,An Education: My Life Might Have Turned Out Differently if I Had Just Said No
1782,The Lover
1783,Confessions Of A Dangerous Mind
1784,Gentlemen Prefer Blondes & But Gentlemen Marry Brunettes
1785,Lemonade Mouth
1786,"They Shoot Horses, Don't They?"
1787,The Pact
1788,Death Comes to Pemberley
1789,Arise
1790,Snowpiercer: The Escape
1791,The Importance of Being Earnest
1792,The 5th Wave
1793,The Werewolf of Paris
1794,The General's Daughter
1795,"Queen Margot, or Marguerite de Valois"
1796,Elsewhere
1797,Fearless
1798,City of God
1799,Random Harvest
1800,The Year of Living Dangerously
1801,The Mermaids Singing
1802,I Capture the Castle
1803,Phantoms
1804,Case Histories
1805,The Accidental Tourist
1806,The Dragon and the George
1807,The Frog Princess
1808,Where Eagles Dare
1809,Nim's Island
1810,Wolfen
1811,Personal Velocity
1812,Cranford
1813,Montana Sky
1814,Thunderhead
1815,Officer and a Gentleman M/TV
1816,The Deep End of the Ocean
1817,Winnie-the-Pooh
1818,Legend
1819,Lorna Doone
1820,Rain Man
1821,The Island of Dr. Moreau
1822,Marnie
1823,Jesus' Son
1824,Bless the Child
1825,The Mosquito Coast
1826,Doctor No
1827,Mother
1828,Princess on the Brink
1829,The Iliad
1830,The Milagro Beanfield War
1831,The End of the Affair
1832,One for the Money
1833,Mrs. Frisby and the Rats of NIMH
1834,Children of Dune
1835,The Lathe of Heaven
1836,The Lucky One
1837,Lonesome Dove
1838,The Sweet Hereafter
1839,Passchendaele: The Untold Story
1840,The Sea Wolf
1841,The Assassination of Jesse James by the Coward Robert Ford
1842,Nobody's Fool
1843,Midnight Cowboy
1844,The Spy Who Loved Me
1845,Oranges Are Not the Only Fruit
1846,The Quiet Earth
1847,Critical Care
1848,The Dying Animal
1849,The Young Lions
1850,Dreamgirls
1851,The Ice Harvest
1852,A Month in the Country
1853,Kitty Foyle
1854,The Tenant
1855,The Tin Drum
1856,The Autobiography of Miss Jane Pittman
1857,The Wives of Bath
1858,The Razor's Edge
1859,Bulletproof Monk
1860,Salmon Fishing in the Yemen
1861,The Human Stain
1862,The Third Man & The Fallen Idol - The New Windmill Series
1863,Argo: How the CIA & Hollywood Pulled Off the Most Audacious Rescue in History
1864,The Piano
1865,Dreamer: Inspired by a True Story
1866,The Dark Fields
1867,"Ligo Na U, Lapit Na Me"
1868,Love Comes Softly
1869,Mrs. Palfrey at the Claremont
1870,Crash
1871,Where She Went
1872,Fatelessness
1873,Crazy in Alabama
1874,"Love, Rosie"
1875,The Outsider
1876,Pact of the Fathers
1877,Hector and the Search for Happiness
1878,Anatomy of a Murder
1879,Zazie in the Metro
1880,The Hunter
1881,Coraline
1882,The Invention of Hugo Cabret
1883,The Thirty-First of June
1884,Dance Me Outside
1885,Alone Yet Not Alone: Their faith became their freedom
1886,Matchstick Men: A Novel About Grifters with Issues
1887,The Lady in the Van
1888,It's Kind of a Funny Story
1889,Divergent Series Complete Box Set
1890,Big Trouble
1891,The Night Manager
1892,Tinker Tailor Soldier Spy
1893,Gone Girl
1894,Under the Skin
1895,The Carrie Diaries
1896,Le Petit Prince
1897,Bella Mafia
1898,Sometimes a Great Notion
1899,Aunt Julia and the Scriptwriter
1900,Suzanne's Diary for Nicholas
1901,My Friend Flicka
1902,Flicka: Untamed Spirit
1903,The Hole
1904,The Railway Children
1905,The Lorax
1906,Basil of Baker Street
1907,The Sea-Hawk
1908,Sounder
1909,Brideshead Revisited
1910,Last Exit to Brooklyn
1911,The Redemption of Sarah Cain
1912,Norwegian Wood
1913,The Mist
1914,A Simple Plan
1915,The Nameless
1916,Jewels
1917,The Invisible Man
1918,The Color of Magic
1919,Scott Pilgrim's Finest Hour
1920,The Hundred-Foot Journey
1921,Macbeth
1922,Rocketeer: The Complete Adventures
1923,Pride and Prejudice and Zombies
1924,"20,000 Leagues Under the Sea"
1925,Blue is the Warmest Color
1926,Me and Earl and the Dying Girl
1927,The Road
1928,The Dark Room
1929,The Pope of Greenwich Village
1930,Red Harvest
1931,Derailed
1932,The Wire in the Blood
1933,Strangers on a Train
1934,Jakob the Liar
1935,The Box Of Delights
1936,Roadside Picnic
1937,The Lady Vanishes
1938,Moneyball: The Art of Winning an Unfair Game
1939,Tre metri sopra il cielo
1940,Mildred Pierce
1941,Night Shift
1942,Scott Pilgrim Bundle
1943,The World of Henry Orient
1944,Something Wicked This Way Comes
1945,The Seven Pillars of Wisdom: a triumph
1946,Even Cowgirls Get the Blues
1947,Man of Steel
1948,Parade's End
1949,Prozac Nation
1950,Never Goodnight
1951,Bad Behavior
1952,Dark Places
1953,The War of the Roses
1954,Kneller's Happy Campers
1955,Nanny McPhee: Based on the Collected Tales of Nurse Matilda
1956,Point of Impact
1957,"Blue Exorcist, Vol. 1"
1958,Abzurdah
1959,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything
1960,The Secret of Roan Inish
1961,The Scorch Trials
1962,Titus Andronicus
1963,Shrek!
1964,Me Before You
1965,The Glass Key
1966,Gossip Girl
1967,Goodbye to Berlin
1968,The Final Programme
1969,The Man From Snowy River
1970,Far and Away
1971,Nights in Rodanthe
1972,An Unsuitable Job For A Woman
1973,Breakfast with Scot
1974,The Surrogates
1975,The Wide Window
1976,Carnosaur
1977,The Bonfire of the Vanities
1978,Ritual
1979,All You Need Is Kill
1980,Semi-Tough
1981,Youth in Revolt
1982,Desert of the Heart
1983,The Wings of the Dove
1984,Monkey Shines
1985,The Sailor Who Fell from Grace with the Sea
1986,Die Asche meiner Mutter: irische Erinnerungen
1987,The Loved One
1988,The 39 Steps
1989,A jangada de pedra
1990,Dr. Mabuse
1991,Starter for Ten
1992,The House of Dr. Edwardes
1993,The Five People You Meet in Heaven
1994,Glengarry Glen Ross
1995,Need for Speed
1996,Allegiant
1997,Metropolis: New Revised Edition
1998,Poor SAP
1999,Life With Mother Superior
2000,Paprika
2001,Pather panchali: Song of the road
2002,The Son of Neptune
2003,Born on the Fourth of July
2004,Gregory's Girl
2005,"Sin City, Vol. 1: The Hard Goodbye"
2006,The Palace Thief
2007,The King's Speech: How One Man Saved the British Monarchy
2008,The Heart is a Lonely Hunter
2009,Wicked: The Life and Times of the Wicked Witch of the West
2010,58 Minutes
2011,Nemesis
2012,Portrait of Jennie
2013,The Conformist
2014,Skellig
2015,The Leopard
2016,The Day After Tomorrow
2017,Paths of Glory
2018,Endless Love
2019,The Horseman on the Roof
2020,Mia Goes Fourth
2021,Black Narcissus
2022,The Fallen and Leviathan
2023,Meet Felicity: An American Girl
2024,The Shack
2025,Meet Kit: An American Girl 1934
2026,Meet Samantha: An American Girl
2027,Prime Suspect
2028,Bridget Jones: The Edge of Reason
2029,For Your Eyes Only
2030,The Buccaneers
2031,Tuck Everlasting
2032,Thunderball
2033,Outside Over There
2034,"Sagwa, the Chinese Siamese Cat"
2035,On Her Majesty's Secret Service
2036,You Only Live Twice
2037,Double Indemnity
2038,Jane and the Dragon
2039,The Man With the Golden Gun
2040,Octopussy & the Living Daylights
2041,Waltz With Bashir: A Lebanon War Story
2042,Drugstore Cowboy
2043,Solaris
2044,The Journey
2045,The Rescue
